accuracy,formatted_address,google_place_id,input_string,latitude,longitude,number_of_results,postcode,status,type
ROOFTOP,"2901 3rd St, San Francisco, CA 94107, USA",ChIJlXde3qR_j4AR6c1cJTW8KcQ,2901 3rd St,37.7524136,-122.3870014,5,94107,OK,street_address
ROOFTOP,"2791 Cowper St, Palo Alto, CA 94306, USA",ChIJz3w_Gfi6j4ARU8ifIw6e7EQ,2791 Cowper St,37.4304271,-122.13036,1,94306,OK,premise
ROOFTOP,"77 Jefferson St, Brooklyn, NY 11206, USA",ChIJ7TmuLQZcwokRxoFSR2pNcso,77 Jefferson St,40.6990283,-73.9328363,3,11206,OK,premise
ROOFTOP,"120 Green St, Silverdale, PA 18962, USA",ChIJLVUWZD0exIkRNERFCTP770o,120 Green St,40.3456151,-75.2716842,1,18962,OK,street_address
ROOFTOP,"121 Spear St, San Francisco, CA 94105, USA",ChIJyzWlA2WAhYAR3A0SGDnU0CI,121 Spear St,37.7918989,-122.3928335,1,94105,OK,street_address
ROOFTOP,"121 Spear St, San Francisco, CA 94105, USA",ChIJyzWlA2WAhYAR3A0SGDnU0CI,121 Spear St,37.7918989,-122.3928335,1,94105,OK,street_address
ROOFTOP,"303 Sacramento St, San Francisco, CA 94111, USA",ChIJQ7Aou2GAhYARR5AwRYq9t9A,303 Sacramento St,37.7941225,-122.3992877,1,94111,OK,street_address
ROOFTOP,"120 Green St, Silverdale, PA 18962, USA",ChIJLVUWZD0exIkRNERFCTP770o,120 Green St,40.3456151,-75.2716842,1,18962,OK,street_address
ROOFTOP,"1232 Union St, Lancaster, PA 17603, USA",ChIJ8xhMzKolxokRMuzJUbqxqyg,1232 Union St,40.0231753,-76.3193931,2,17603,OK,premise
ROOFTOP,"771 La Playa St #2, San Francisco, CA 94121, USA",ChIJ0x_wP7eHhYARwQB8JjnXvdE,771 La Playa St Apt 2,37.7738983,-122.5103511,1,94121,OK,subpremise
ROOFTOP,"434 S Beach St, Ormond Beach, FL 32174, USA",ChIJF0FFYxTb5ogR9bk5DJVe438,434 Beach St,29.2750335,-81.0503014,1,32174,OK,premise
,,,4104 24th St Ste 401,,,0,,ZERO_RESULTS,
RANGE_INTERPOLATED,"902 Market St, San Francisco, CA 94102, USA",Eis5MDIgTWFya2V0IFN0LCBTYW4gRnJhbmNpc2NvLCBDQSA5NDEwMiwgVVNBIhsSGQoUChIJSRB25IWAhYARpfNrbwZ8mvcQhgc,902 Market St,37.784546,-122.4074012,1,94102,OK,street_address
ROOFTOP,"3861 24th St, San Francisco, CA 94114, USA",ChIJAybtlxR-j4ARIX_b2FqcSr0,3861 24th,37.7514056,-122.4289997,1,94114,OK,street_address
ROOFTOP,"800 Cortland Ave, San Francisco, CA 94110, USA",ChIJiyJouVl-j4ARwvIHNpldMKc,800 Cortland Ave,37.738695,-122.414467,1,94110,OK,street_address
ROOFTOP,"149 Ankeny St, San Francisco, CA 94134, USA",ChIJh5LUmOB-j4ARxkvzMhNL8xw,149 Ankeny St,37.7194764,-122.4055236,2,94134,OK,premise
ROOFTOP,"1725 Haight St, San Francisco, CA 94117, USA",ChIJ4RMby1OHhYAR-ysvg3Mvipg,1725 Haight St,37.7693221,-122.4511197,1,94117,OK,street_address
ROOFTOP,"579 E Columbus St, Columbus, OH 43206, USA",ChIJN2sicLqIOIgR2gtjqYzqynM,579 Columbus St,39.946557,-82.9817612,2,43206,OK,premise
ROOFTOP,"1099 Front St, Uniondale, NY 11553, USA",ChIJRxU0O7p9wokRaacp6KNg3-4,1099 Front St,40.7100776,-73.5895245,2,11553,OK,"establishment,food,point_of_interest,restaurant"
ROOFTOP,"2948 Folsom St, San Francisco, CA 94110, USA",ChIJG19DC0Z-j4ARWakc7F5RtWw,2948 Folsom St,37.7501624,-122.4141189,1,94110,OK,premise
ROOFTOP,"3620 Balboa St, San Francisco, CA 94121, USA",ChIJeVIt_aWHhYAR1IHWiilAiLk,3620 Balboa St,37.7758612,-122.4977786,1,94121,OK,street_address
ROOFTOP,"1737 Post St, San Francisco, CA 94115, USA",ChIJD5nH17iAhYARgkFAdxQx0eE,1737 Post St,37.785329,-122.430369,1,94115,OK,street_address
ROOFTOP,"1200 Vermont St, San Francisco, CA 94110, USA",ChIJK4vcckt-j4AR-3sbUoyoAJA,1200 Vermont St,37.7543104,-122.403694,2,94110,OK,premise
ROOFTOP,"2026 Chestnut St, Philadelphia, PA 19103, USA",ChIJfc1lCzfGxokRmqDUGU5cuQI,2026 Chestnut St,39.9519754,-75.1746365,1,19103,OK,premise
ROOFTOP,"11 Phelan Ave, San Francisco, CA 94112, USA",ChIJ4VqxqSx8j4ARl0RATDFllDk,11 Phelan Ave,37.7233708,-122.4524995,1,94112,OK,street_address
ROOFTOP,"3245 Judah St, San Francisco, CA 94122, USA",ChIJ0W2DepyHhYARiWq4732c9fU,3245 Judah St,37.76067,-122.497101,1,94122,OK,street_address
ROOFTOP,"2956 24th St, San Francisco, CA 94110, USA",ChIJG6-k9Eh-j4ARlUYs7hWXE08,2956 24th St,37.7528829,-122.4112649,2,94110,OK,premise
ROOFTOP,"1600 Powell St, San Francisco, CA 94133, USA",ChIJa9y6mfGAhYARXkHlb55esPc,1600 Powell St,37.7994503,-122.4104242,2,94133,OK,premise
ROOFTOP,"303 2nd St, San Francisco, CA 94107, USA",ChIJg9dyCnyAhYARWltNAyFiLnM,303 Second St  401,37.7852054,-122.3957991,1,94107,OK,"establishment,point_of_interest"
ROOFTOP,"185 Berry St, San Francisco, CA 94107, USA",ChIJD-2A19Z_j4AR0N4rEpzVECk,185 Berry St,37.7765973,-122.3919488,2,94107,OK,street_address
ROOFTOP,"578 3rd Ave Unit A, Brooklyn, NY 11215, USA",EixVbml0IEEsIDU3OCAzcmQgQXZlLCBCcm9va2x5biwgTlkgMTEyMTUsIFVTQSIiGiAKFgoUChIJR0K-VOVawokRWWGzfs-ArVoSBlVuaXQgQQ,578 Third Ave Unit A,40.667677,-73.9944579,1,11215,OK,subpremise
ROOFTOP,"608 Divisadero St, San Francisco, CA 94117, USA",ChIJnSNWzq-AhYAR70jNvw6vt9c,608 Divisadero St,37.7752549,-122.4377286,2,94117,OK,street_address
ROOFTOP,"832 Clement St, San Francisco, CA 94118, USA",ChIJ_dcXnD2HhYARvMepTQBT0XY,832 Clement St,37.7829256,-122.4682694,1,94118,OK,street_address
ROOFTOP,"925 O'Farrell St, San Francisco, CA 94109, USA",ChIJ7T1o6ZaAhYARgcNByflTtlI,925 Ofarrell St,37.7846748,-122.4200478,1,94109,OK,premise
ROOFTOP,"2130 Fulton St, San Francisco, CA 94117, USA",ChIJnzL6FkyHhYARpvyf_D2vrUg,2130 Fulton St,37.7765484,-122.4506519,2,94117,OK,street_address
ROOFTOP,"420 Judah St, San Francisco, CA 94122, USA",ChIJ2TJX1V2HhYARAq-1mCzNmVc,420 Judah St,37.762386,-122.4665591,1,94122,OK,street_address
ROOFTOP,"925 O'Farrell St, San Francisco, CA 94109, USA",ChIJ7T1o6ZaAhYARgcNByflTtlI,925 Ofarrell St,37.7846748,-122.4200478,1,94109,OK,premise
ROOFTOP,"3251 20th Ave, San Francisco, CA 94132, USA",ChIJP5NLubt9j4AR9_zxLgJGWTg,3251 20th Ave,37.7280817,-122.4770808,1,94132,OK,street_address
ROOFTOP,"3498 Cesar Chavez, San Francisco, CA 94110, USA",ChIJBQU9Z0F-j4AR16cNUw3OwrA,3498 Cesar Chavez St,37.7484924,-122.4199151,1,94110,OK,premise
ROOFTOP,"31 Cambon Dr, San Francisco, CA 94132, USA",ChIJF0bJvLR9j4ARUmAvxuXgxm0,31 Cambon Dr,37.7181232,-122.4742535,1,94132,OK,street_address
ROOFTOP,"465 California St, San Francisco, CA 94104, USA",ChIJ-RA3bYqAhYAR1DcrU2EAF_Q,465 California St,37.792682,-122.4021611,1,94104,OK,street_address
ROOFTOP,"3251 20th Ave #156, San Francisco, CA 94132, USA",EjAxNTYsIDMyNTEgMjB0aCBBdmUsIFNhbiBGcmFuY2lzY28sIENBIDk0MTMyLCBVU0EiHxodChYKFAoSCT-TS7m7fY-AEff88S4CRlk4EgMxNTY,3251 20th Ave Ste 156,37.7280817,-122.4770808,1,94132,OK,subpremise
ROOFTOP,"1750 Cesar Chavez Unit D, San Francisco, CA 94124, USA",EjdVbml0IEQsIDE3NTAgQ2VzYXIgQ2hhdmV6LCBTYW4gRnJhbmNpc2NvLCBDQSA5NDEyNCwgVVNBIiIaIAoWChQKEgnJJaQjrn-PgBHLOffunXLlaxIGVW5pdCBE,1750 Cesar Chavez  Unit D,37.750858,-122.394103,1,94124,OK,subpremise
GEOMETRIC_CENTER,"Beach St & The Embarcadero, San Francisco, CA 94133, United States",ChIJHSGzi_yAhYARnrPmDWAx9ro,Pier 39,37.808673,-122.409821,1,94133,OK,"establishment,point_of_interest,premise,shopping_mall"
ROOFTOP,"451 Castro St, San Francisco, CA 94114, USA",ChIJ8yQ0Txt-j4ARab7ACFXYQd8,451 Castro St,37.7616955,-122.4348244,2,94114,OK,street_address
ROOFTOP,"120 4th St NE #01, Naples, FL 34120, USA",EigwMSwgMTIwIDR0aCBTdCBORSwgTmFwbGVzLCBGTCAzNDEyMCwgVVNBIh4aHAoWChQKEgl7CMirfAHbiBFIvVwvMf5t4RICMDE,01 120  4th St,26.232218,-81.5982174,1,34120,OK,subpremise
ROOFTOP,"300 W 5th St, Charlotte, NC 28202, USA",ChIJjT2OGTCgVogRB50vvSr0IQ4,300 5th St,35.2303729,-80.8443092,1,28202,OK,street_address
ROOFTOP,"81 Frank Norris St UNIT 706, San Francisco, CA 94109, USA",ChIJyb1E8pSAhYARTGbH2loBry0,81 Frank Norris St Apt 706,37.7890804,-122.4200528,1,94109,OK,subpremise
ROOFTOP,"300 W 5th St, Charlotte, NC 28202, USA",ChIJjT2OGTCgVogRB50vvSr0IQ4,300 5th St,35.2303729,-80.8443092,1,28202,OK,street_address
ROOFTOP,"680 Beach St, Ashland, OR 97520, USA",ChIJta6Xv6AMz1QRfXPRVVEElBY,680 Beach St,42.183091,-122.701568,1,97520,OK,street_address
ROOFTOP,"928 Geary St, San Francisco, CA 94109, USA",ChIJ2-P1rJaAhYARw_JSyin7Ero,928 Geary St,37.7862531,-122.4185767,2,94109,OK,premise
ROOFTOP,"675 Townsend St, San Francisco, CA 94103, USA",ChIJXe8Y3ix-j4ARtC6r5SCY6cg,675 Townsend,37.7704129,-122.4029892,2,94103,OK,street_address
ROOFTOP,"865 Market St, San Francisco, CA 94103, USA",ChIJrZxI34WAhYARcySSMXoScFM,865 Market St,37.7840659,-122.4065571,2,94103,OK,street_address
RANGE_INTERPOLATED,"1224 Bayside Dr, Palatine, IL 60074, USA",EigxMjI0IEJheXNpZGUgRHIsIFBhbGF0aW5lLCBJTCA2MDA3NCwgVVNBIhsSGQoUChIJOzBTQFG7D4gRUpgCf7TeWcQQyAk,1224 Bayside Dr C,42.1339385,-88.0059938,1,60074,OK,street_address
ROOFTOP,"5145 Mission St, San Francisco, CA 94112, USA",ChIJf6K2Zpt-j4ARcXrNdKLyz9o,5145 Mission St,37.7165704,-122.4408037,1,94112,OK,street_address
ROOFTOP,"2327 Mission St, San Francisco, CA 94110, USA",ChIJeeSLejx-j4ARhE1oE9L_DOc,2327 Mission St,37.7597878,-122.4189638,1,94110,OK,subpremise
ROOFTOP,"409 Bryant St, Stroudsburg, PA 18360, USA",ChIJNRZCA0eIxIkR62o6JiQc4d4,409 Bryant St,40.9807384,-75.1859874,2,18360,OK,premise
ROOFTOP,"692 Mission St, San Francisco, CA 94105, USA",ChIJucSS-oeAhYARCvZg63yDS4w,692 Mission St,37.7864848,-122.4020645,1,94105,OK,street_address
ROOFTOP,"50 Fremont Center, 50 Fremont St, San Francisco, CA 94105, USA",ChIJgwmiDGOAhYAROD_p1GIY62I,50 Fremont St,37.7905027,-122.3972152,1,94105,OK,premise
ROOFTOP,"350 Rhode Island St #240, San Francisco, CA 94103, USA",EjYyNDAsIDM1MCBSaG9kZSBJc2xhbmQgU3QsIFNhbiBGcmFuY2lzY28sIENBIDk0MTAzLCBVU0EiHxodChYKFAoSCVGcpOcyfo-AEfIevpOVq1SPEgMyNDA,350 Rode Island  Ste 240,37.7656301,-122.4029238,1,94103,OK,subpremise
ROOFTOP,"350 Rhode Island St #240, San Francisco, CA 94103, USA",EjYyNDAsIDM1MCBSaG9kZSBJc2xhbmQgU3QsIFNhbiBGcmFuY2lzY28sIENBIDk0MTAzLCBVU0EiHxodChYKFAoSCVGcpOcyfo-AEfIevpOVq1SPEgMyNDA,350 Rhode Island St Ste 240,37.7656301,-122.4029238,1,94103,OK,subpremise
ROOFTOP,"3412 17th St S, Arlington, VA 22204, USA",ChIJe5FAO7K2t4kRyi4J-RBtNgw,3412 17th St,38.8550087,-77.089115,1,22204,OK,premise
ROOFTOP,"121 Spear St, San Francisco, CA 94105, USA",ChIJyzWlA2WAhYAR3A0SGDnU0CI,121 Spear St,37.7918989,-122.3928335,1,94105,OK,street_address
ROOFTOP,"580 Howard St UNIT 302, San Francisco, CA 94105, USA",ChIJUZKB3HyAhYARFAx8BBhZW3g,580 Howard St Unit 302,37.7873042,-122.3980372,1,94105,OK,subpremise
ROOFTOP,"301 Sacramento St, San Francisco, CA 94111, USA",ChIJLdSXpGGAhYARDawMcv4xfHI,301 Sacramento St,37.7941424,-122.3992059,2,94111,OK,street_address
ROOFTOP,"580 Howard St UNIT 303, San Francisco, CA 94105, USA",ChIJUZKB3HyAhYARqz3IjnKObh4,580 Howard St Unit 303,37.7873042,-122.3980372,1,94105,OK,subpremise
ROOFTOP,"1750 Cesar Chavez, San Francisco, CA 94124, USA",ChIJySWkI65_j4ARyzn37p1y5Ws,1750 Cesar Chavez  D,37.750858,-122.394103,1,94124,OK,street_address
ROOFTOP,"2155 Bayshore Blvd, San Francisco, CA 94134, USA",ChIJ4ekZjid_j4AR4j16rqHyOrU,2155 Bayshore Blvd,37.7126535,-122.4007432,2,94134,OK,premise
ROOFTOP,"2240 Chestnut St, San Francisco, CA 94123, USA",ChIJT1Yml9aAhYARz57GXUa56KQ,2240 Chestnut St,37.8004938,-122.4401315,1,94123,OK,street_address
ROOFTOP,"84 Bartlett Dr, Warwick, RI 02886, USA",ChIJze5g7s5N5IkRiPEbx7ZlsxI,84 Bartlett,41.7123534,-71.422095,2,2886,OK,street_address
ROOFTOP,"1566 Carroll Ave, San Francisco, CA 94124, USA",ChIJ_-9xWhh_j4ARY3J0xgbVEXw,1566 Carroll Ave,37.7247626,-122.3925584,1,94124,OK,street_address
ROOFTOP,"464 Broadway, San Francisco, CA 94133, USA",ChIJTdemUPSAhYARfrL9ndzJfU8,464 Broadway St,37.798327,-122.4049459,2,94133,OK,premise
GEOMETRIC_CENTER,"San Francisco, CA 94133, USA",ChIJvx8J0fyAhYAR1_Nw4PHq5qM,1 Ferry Building  41,37.809594,-122.412272,2,94133,OK,"establishment,point_of_interest,transit_station"
ROOFTOP,"464 Broadway, San Francisco, CA 94133, USA",ChIJTdemUPSAhYARfrL9ndzJfU8,464 Broadway St,37.798327,-122.4049459,2,94133,OK,premise
ROOFTOP,"7 Diaz St, Johnston, RI 02919, USA",ChIJQb-RHHpG5IkRUqxDbu9y3GE,7 Diaz Ave,41.8418774,-71.4837131,1,2919,OK,premise
ROOFTOP,"2191 Mission St, San Francisco, CA 94110, USA",ChIJ1TRisDx-j4ARu6BxJcKrPcA,2191 Mission St,37.7620385,-122.4191925,1,94110,OK,street_address
ROOFTOP,"1750 Cesar Chavez Suite E, San Francisco, CA 94124, USA",EjhTdWl0ZSBFLCAxNzUwIENlc2FyIENoYXZleiwgU2FuIEZyYW5jaXNjbywgQ0EgOTQxMjQsIFVTQSIjGiEKFgoUChIJySWkI65_j4ARyzn37p1y5WsSB1N1aXRlIEU,1750 Cesar Chavez  Suite E,37.750858,-122.394103,1,94124,OK,subpremise
ROOFTOP,"160 14th St, San Francisco, CA 94103, USA",ChIJd2MDmCZ-j4ARIOI_zC2wHLE,160 14th St,37.7686532,-122.4169507,1,94103,OK,premise
ROOFTOP,"1650 Holloway Ave Unit C, San Francisco, CA 94132, USA",EjdVbml0IEMsIDE2NTAgSG9sbG93YXkgQXZlLCBTYW4gRnJhbmNpc2NvLCBDQSA5NDEzMiwgVVNBIiIaIAoWChQKEglT3bZ1sX2PgBGAQZtWBXGA0hIGVW5pdCBD,1650 Holloway Ave Unit C,37.7223946,-122.4786143,1,94132,OK,subpremise
ROOFTOP,"404 20th Ave, San Francisco, CA 94121, USA",ChIJETtOShCHhYARaVSgXsZ_D7w,404 20th Ave,37.7802948,-122.4791512,1,94121,OK,street_address
ROOFTOP,"4448 Mission St, San Francisco, CA 94112, USA",ChIJG2yM7Yh-j4ARRVL1ThDheVA,4448 Mission St,37.726571,-122.4337074,1,94112,OK,premise
ROOFTOP,"2163 Polk St, San Francisco, CA 94109, USA",ChIJf137uumAhYAReI1VGM86-jo,2163 Polk St,37.7967581,-122.4220885,1,94109,OK,street_address
ROOFTOP,"3995 24th St, San Francisco, CA 94114, USA",ChIJK3EgDxN-j4ARGiDRHomnlHU,3995 24th St,37.7513137,-122.4316811,1,94114,OK,street_address
ROOFTOP,"74 New Montgomery St, San Francisco, CA 94105, USA",ChIJZ74jqmKAhYARmlJQ9EV4pb4,74 New Montgomery St,37.7874649,-122.4012865,1,94105,OK,premise
ROOFTOP,"120 4th St NE, Washington, DC 20002, USA",ChIJj4P8ji-4t4kRHGlbNJokMzk,120 4th St,38.8915954,-77.0008661,1,20002,OK,premise
ROOFTOP,"1750 Divisadero St, San Francisco, CA 94115, USA",ChIJK1_q6smAhYARRVyAmCtvXw0,1750 Divisadero St,37.7860476,-122.439779,2,94115,OK,premise
ROOFTOP,"505 Sansome St, San Francisco, CA 94111, USA",ChIJMc_8m4qAhYAR7TEkimIvHK8,505 Sansome St,37.795154,-122.4018366,1,94111,OK,premise
RANGE_INTERPOLATED,"340 Mission St, San Francisco, CA 94105, USA",EiwzNDAgTWlzc2lvbiBTdCwgU2FuIEZyYW5jaXNjbywgQ0EgOTQxMDUsIFVTQSIbEhkKFAoSCSku0HtjgIWAEWbA0hfMXi6HENQC,340 Mission St,37.7909112,-122.3965451,2,94105,OK,street_address
ROOFTOP,"1231 Market St, San Francisco, CA 94103, USA",ChIJoYgVg5yAhYARKVhRpBc8PmE,1231 Market St,37.7781588,-122.4150923,1,94103,OK,premise
ROOFTOP,"100 W Portal Ave, San Francisco, CA 94127, USA",ChIJ_ZOX7up9j4ARkbQymGJMHTw,100 W Portal Ave,37.7397003,-122.4673386,1,94127,OK,street_address
ROOFTOP,"123 Mission Street, 123 Mission St, San Francisco, CA 94105, USA",ChIJFar3YGSAhYARQYdD7EBrvjY,123 Mission St,37.7917688,-122.3944272,1,94105,OK,premise
ROOFTOP,"442 Geary St, San Francisco, CA 94102, USA",ChIJNfm5T46AhYARCDgL2yrxhlo,442 Geary St,37.787168,-122.410733,2,94102,OK,street_address
ROOFTOP,"1799 Fulton St, Brooklyn, NY 11233, USA",ChIJ-SsL9XBcwokRmyMU1isjMD4,1799 Fulton St,40.6793543,-73.9272678,1,11233,OK,premise
ROOFTOP,"490 Brannan St, San Francisco, CA 94107, USA",ChIJMxdo8NV_j4ARsHBe31wjnEA,490 Brannan St,37.7786321,-122.3965957,1,94107,OK,premise
ROOFTOP,"36 2nd St, Shillington, PA 19607, USA",ChIJtRB-cqBxxokRqBnLE-VSXHo,36 2nd St,40.3014288,-75.9679025,1,19607,OK,premise
ROOFTOP,"1560 Van Ness Ave, San Francisco, CA 94109, USA",ChIJw7D3MpWAhYARYxFiZRiJbzI,1560 Van Ness Ave,37.7901782,-122.4219093,3,94109,OK,street_address
ROOFTOP,"1800 Irving St, San Francisco, CA 94122, USA",ChIJky__fW-HhYARYrD_TQGh1JE,1800 Irving St,37.7637484,-122.4774545,2,94122,OK,street_address
ROOFTOP,"455 Market St, San Francisco, CA 94105, USA",ChIJj2verGOAhYAREwAaearIehI,455 Market St,37.7907919,-122.3984543,1,94105,OK,premise
ROOFTOP,"1298 Howard St, San Francisco, CA 94103, USA",ChIJB86pNJ2AhYARfD98tz5skL0,1298 Howard St,37.775592,-122.413207,2,94103,OK,street_address
ROOFTOP,"27 Drumm St, San Francisco, CA 94111, USA",ChIJn1a8RGGAhYARJtq4tv0pa2Q,27 Drumm St,37.7939886,-122.3967727,1,94111,OK,premise
ROOFTOP,"1196 Folsom St, San Francisco, CA 94103, USA",ChIJ4X4vh4KAhYARCxKxUs_YSMs,1196 Folsom St,37.7752219,-122.4100375,1,94103,OK,street_address
ROOFTOP,"994 Polk St, Clarksburg, WV 26301, USA",ChIJfT2Gu-xpSogR_Zif-w_j114,994 Polk St,39.2708346,-80.3500702,2,26301,OK,street_address
ROOFTOP,"600 5th Ave, New York, NY 10020, USA",ChIJyxv9kv5YwokRhUqfCFEOL8g,600 Fifth Ave,40.7576495,-73.9783318,1,10020,OK,street_address
ROOFTOP,"350 Parnassus Ave, San Francisco, CA 94117, USA",ChIJrZRvFleHhYARfkF8BxktNpw,350 Parnassus Ave,37.7642347,-122.4562335,1,94117,OK,premise
ROOFTOP,"398 Market St, San Francisco, CA 94111, USA",ChIJZbMUzGOAhYARyr2fd2rOAhA,398 Market St,37.7919734,-122.3983374,1,94111,OK,street_address
ROOFTOP,"565 Clay St, San Francisco, CA 94111, USA",ChIJI_SJkoqAhYARG3_Qi5nT3co,565 Clay St,37.7945737,-122.4026804,4,94111,OK,premise
ROOFTOP,"4094 18th St, San Francisco, CA 94114, USA",ChIJGaqcOht-j4AR2myOc-QVFPs,4094 18th St,37.7610635,-122.4347003,1,94114,OK,street_address
ROOFTOP,"1 Market St, San Francisco, CA 94105, USA",ChIJrRkIGGSAhYARUmBMkCt06yA,1 Market St,37.7940057,-122.3949618,1,94105,OK,street_address
ROOFTOP,"687 Howard Ave, Brooklyn, NY 11212, USA",ChIJ0ao5jolcwokR96O1x50lyno,687 Howard St,40.665251,-73.919001,2,11212,OK,street_address
ROOFTOP,"199 Fremont Street, 199 Fremont St, San Francisco, CA 94105, USA",ChIJ4wQKu2SAhYARCKlIa8xgsKo,199 Fremont St,37.7898733,-122.3947812,1,94105,OK,premise
ROOFTOP,"359 Grant Ave, Leechburg, PA 15656, USA",ChIJG22wHuG6NIgRwrXCz2NtSzU,359 Grant Ave,40.6275909,-79.601383,2,15656,OK,premise
ROOFTOP,"1116 Polk St, San Francisco, CA 94109, USA",ChIJScPnPZSAhYARMaswL0v0g7A,1116 Polk St,37.7871253,-122.419826,2,94109,OK,street_address
GEOMETRIC_CENTER,"1390 Market St, San Francisco, CA 94102, USA",ChIJXeo5DJyAhYAR8OM7eRZRa_8,1390 Market St,37.7772044,-122.4173489,7,94102,OK,premise
ROOFTOP,"77 Battery St, San Francisco, CA 94104, USA",ChIJwTGmImKAhYARU03DsKuPRNc,77 Battery St,37.7919401,-122.4000474,1,94104,OK,premise
ROOFTOP,"1516 Folsom St, San Francisco, CA 94103, USA",ChIJ34kFuid-j4ARVH8W47dyvJA,1516 Folsom St,37.7718566,-122.4145835,1,94103,OK,premise
ROOFTOP,"350 Rhode Island St, San Francisco, CA 94103, USA",ChIJUZyk5zJ-j4AR8h6-k5WrVI8,350 Rhode Island,37.7656301,-122.4029238,1,94103,OK,premise
ROOFTOP,"100 Upper Terrace 5th Floor, San Francisco, CA 94117, USA",Ejo1dGggRmxvb3IsIDEwMCBVcHBlciBUZXJyYWNlLCBTYW4gRnJhbmNpc2NvLCBDQSA5NDExNywgVVNBIiUaIwoWChQKEglLDVxiqoCFgBE2oPNb2OQS_hIJNXRoIEZsb29y,100 Upper Loop Road 5th Floor Rd I-5-047,37.7653691,-122.4437823,2,94117,OK,subpremise
ROOFTOP,"1501 Fillmore St, San Francisco, CA 94115, USA",ChIJFyIWormAhYAR0V8qG0FB_08,1501 Fillmore St,37.783411,-122.4329045,4,94115,OK,street_address
ROOFTOP,"1155 4th St, San Francisco, CA 94158, USA",ChIJn2v8ZNB_j4AR6VsS4QDD0yc,1155 4th Street St,37.7730834,-122.3911873,1,94158,OK,premise
ROOFTOP,"1471 18th Ave, San Francisco, CA 94122, USA",ChIJA_KQFmSHhYARDjElzzXQVM0,1471 18th Ave,37.7604268,-122.4760574,1,94122,OK,premise
,,,5469 Taft Ave Apt E,,,0,,ZERO_RESULTS,
ROOFTOP,"88 Perry St, San Francisco, CA 94107, USA",ChIJl3PhxX6AhYARjEwMARxCz_E,88 Perry St 322,37.7824465,-122.3964761,1,94107,OK,"establishment,point_of_interest"
ROOFTOP,"395 Hayes St, San Francisco, CA 94102, USA",ChIJ54YWv5iAhYARI4hDAAoEeMM,395 Hayes St,37.7768127,-122.4227706,1,94102,OK,street_address
ROOFTOP,"280 King St, Charleston, SC 29401, USA",ChIJNRTdBxN6_ogRKjsZGBaoFr4,280 King St,32.7827748,-79.9338952,2,29401,OK,premise
ROOFTOP,"7 3rd St, San Francisco, CA 94103, USA",ChIJ9RbVbYiAhYARKiZRuIkbuGg,7 Third St,37.787404,-122.40322,2,94103,OK,"cafe,establishment,food,point_of_interest,store"
ROOFTOP,"210 Jones St, North Judson, IN 46366, USA",ChIJD90eQsrXE4gRs1wzlDNeR7I,210 Jones St,41.2171709,-86.7784173,3,46366,OK,premise
ROOFTOP,"2763 Mission St, San Francisco, CA 94110, USA",ChIJy6J5Ukd-j4ARH9QIgq9Rirw,2763 Mission St,37.7528565,-122.4182559,1,94110,OK,premise
ROOFTOP,"190 St Charles Ave, San Francisco, CA 94132, USA",ChIJFy7dJ0h8j4AR3peOVysjju8,190 Saint Charles Ave,37.710805,-122.4694793,2,94132,OK,premise
ROOFTOP,"499 Bay St, San Francisco, CA 94133, USA",ChIJHbXa8-SAhYARz0PQA6S0WdU,499 Bay St,37.8053335,-122.4151034,1,94133,OK,street_address
ROOFTOP,"4482 Mission St, San Francisco, CA 94112, USA",ChIJ8aqklIh-j4ARUcpjmxPBcV4,4482 Mission St,37.7261592,-122.4340171,1,94112,OK,premise
ROOFTOP,"100 First Plaza, 100 1st St, San Francisco, CA 94105, USA",ChIJpzqAO2OAhYARm7ojtm_jW7I,100 1st St,37.789152,-122.3976135,1,94105,OK,premise
ROOFTOP,"448 Balboa St, San Francisco, CA 94118, USA",ChIJK2jJqkCHhYARnFAz5BUR944,448 Balboa St,37.7774587,-122.4637229,1,94118,OK,street_address
ROOFTOP,"2201 Fillmore St, San Francisco, CA 94115, USA",ChIJQV7vPsaAhYARjl8vpWzXCnU,2201 Fillmore St,37.7899812,-122.4342061,2,94115,OK,street_address
ROOFTOP,"1740 Church St, San Francisco, CA 94131, USA",ChIJkyjeV2h-j4ARnIMx376wm2A,1740 Church St,37.7430875,-122.4268938,1,94131,OK,street_address
ROOFTOP,"639 Divisadero St Unit A, San Francisco, CA 94117, USA",EjdVbml0IEEsIDYzOSBEaXZpc2FkZXJvIFN0LCBTYW4gRnJhbmNpc2NvLCBDQSA5NDExNywgVVNBIiIaIAoWChQKEglJUlDTr4CFgBGx-77aFHuhFBIGVW5pdCBB,639 Divisadero St Unit A,37.7755436,-122.4382523,1,94117,OK,subpremise
ROOFTOP,"4794 Mission St, San Francisco, CA 94112, USA",ChIJE-CcqIV-j4AReMOPNx1h8yA,4794 Mission St,37.7213927,-122.4375256,1,94112,OK,street_address
ROOFTOP,"350 Townsend St, San Francisco, CA 94107, USA",ChIJs2swMNR_j4ARBc1WxkwphcQ,350 Townsend St 817,37.7762258,-122.3965514,1,94107,OK,premise
