accuracy,formatted_address,google_place_id,input_string,latitude,longitude,number_of_results,postcode,status,type
ROOFTOP,"135 4th St #4000, San Francisco, CA 94103, USA",Ei40MDAwLCAxMzUgNHRoIFN0LCBTYW4gRnJhbmNpc2NvLCBDQSA5NDEwMywgVVNBIiAaHgoWChQKEglTEbKgh4CFgBFwOGfisZpY6hIENDAwMA,135 4th St Ste 4000,37.7843318,-122.4033663,1,94103,OK,subpremise
ROOFTOP,"425 Ellis St, New Britain, CT 06051, USA",ChIJoxnKqqWz54kR0sUwCIP5nP0,425 Elis St,41.6583435,-72.7657637,1,6051,OK,premise
ROOFTOP,"3111 16th St, San Francisco, CA 94103, USA",ChIJtfptQyJ-j4ARFoWD1CsdFpE,3111 16th St,37.7647687,-122.4223512,2,94103,OK,street_address
ROOFTOP,"309 Clement St, San Francisco, CA 94118, USA",ChIJ7Tyh4TuHhYARdYpz0QD1nCk,309 Clement St,37.7828176,-122.462536,1,94118,OK,premise
ROOFTOP,"800 Van Ness Ave, San Francisco, CA 94109, USA",ChIJrVJzEJeAhYAR-n1omLJc5OA,800 Van Ness Ave Bldg,37.7830748,-122.4206163,1,94109,OK,street_address
ROOFTOP,"645 5th St, San Francisco, CA 94107, USA",ChIJw2IJsdV_j4AR1f14H4JNWHM,645 5th St,37.7768403,-122.397702,1,94107,OK,premise
ROOFTOP,"977 Howard St, San Francisco, CA 94103, USA",ChIJwx3jXIGAhYARDiLGF8tNfJk,977 Howard St,37.780055,-122.4064418,2,94103,OK,premise
ROOFTOP,"680 Folsom St #120, San Francisco, CA 94107, USA",EjAxMjAsIDY4MCBGb2xzb20gU3QsIFNhbiBGcmFuY2lzY28sIENBIDk0MTA3LCBVU0EiHxodChYKFAoSCZ-uWDN8gIWAEW2rgy446ZMPEgMxMjA,680 Folsom St Ste 120,37.7845584,-122.3985641,1,94107,OK,subpremise
ROOFTOP,"1200 16th St NW, Washington, DC 20036, USA",ChIJr3hle7-3t4kRmrCXb_1dBvg,1200 16th St,38.9059784,-77.0369264,2,20036,OK,premise
ROOFTOP,"250 Fell St, San Francisco, CA 94102, USA",ChIJ09wqzJiAhYARUUr3grEW5Dk,250 Fell St,37.7762372,-122.4220764,1,94102,OK,premise
ROOFTOP,"4906 Fray Ave, Richmond, CA 94804, USA",ChIJrwPvZVp4hYARQvmd7l5rzmk,4906 Fray Ave,37.9225673,-122.3230858,1,94804,OK,premise
ROOFTOP,"1123 Taraval, San Francisco, CA 94116, USA",ChIJs-z8TpB9j4ARjcN86HCjczw,1123 Taraval St,37.7428181,-122.4783734,1,94116,OK,street_address
ROOFTOP,"100 Pine St #1250, San Francisco, CA 94111, USA",Ei8xMjUwLCAxMDAgUGluZSBTdCwgU2FuIEZyYW5jaXNjbywgQ0EgOTQxMTEsIFVTQSIgGh4KFgoUChIJ3xDjK2KAhYARJ9gqYmwf7NUSBDEyNTA,100 Pine St Ste 1250,37.7925318,-122.3988929,1,94111,OK,subpremise
ROOFTOP,"101 Waller St #347, San Francisco, CA 94102, USA",EjAzNDcsIDEwMSBXYWxsZXIgU3QsIFNhbiBGcmFuY2lzY28sIENBIDk0MTAyLCBVU0EiHxodChYKFAoSCdmlPE6ggIWAEW13HbbzsrIWEgMzNDc,101 Waller St Apt 347,37.7719582,-122.426073,1,94102,OK,subpremise
ROOFTOP,"738 42nd Ave, San Francisco, CA 94121, USA",ChIJQ6mcW6WHhYARCa5VKZBTqm0,738 42nd Ave,37.774717,-122.5023322,1,94121,OK,premise
ROOFTOP,"1366 Turk St #7c, San Francisco, CA 94109, USA",Ei43YywgMTM2NiBUdXJrIFN0LCBTYW4gRnJhbmNpc2NvLCBDQSA5NDEwOSwgVVNBIh4aHAoWChQKEgkLYW6ku4CFgBFDs7spgqBDExICN2M,1366 Turk St.  Apt 7c,37.780773,-122.4315001,1,94109,OK,subpremise
ROOFTOP,"163 Jessie St, San Francisco, CA 94105, USA",ChIJYfk0B4iAhYARiFiwK6toRlQ,163 Jessie St,37.7871439,-122.4017976,1,94105,OK,street_address
ROOFTOP,"2708 24th St, Lubbock, TX 79410, USA",ChIJ8fG4aU5t_oYRqnyrJn_OzLU,2708 24th St,33.5727896,-101.8758396,3,79410,OK,premise
ROOFTOP,"50 Post St #65a, San Francisco, CA 94104, USA",Ei02NWEsIDUwIFBvc3QgU3QsIFNhbiBGcmFuY2lzY28sIENBIDk0MTA0LCBVU0EiHxodChYKFAoSCUOAoUqIgIWAERA-0x1JgexqEgM2NWE,50 Post St Unit 65a,37.7891638,-122.4029793,1,94104,OK,subpremise
ROOFTOP,"470 Central Ave #5, Alameda, CA 94501, USA",Eio1LCA0NzAgQ2VudHJhbCBBdmUsIEFsYW1lZGEsIENBIDk0NTAxLCBVU0EiHRobChYKFAoSCVVOmlYhgY-AETlN1EM4B7hLEgE1,470 Central Ave Apt 5,37.7712893,-122.2829559,1,94501,OK,subpremise
ROOFTOP,"1218 Newhall St, San Francisco, CA 94124, USA",ChIJQRuGwAV_j4ARb_cekA0DA60,1218 Newhall St,37.7365009,-122.391766,2,94124,OK,premise
ROOFTOP,"1503 North Point St, San Francisco, CA 94123, USA",ChIJ68Ew_NiAhYARSeom1Ed_OC4,1503 North Point St,37.8041195,-122.4321524,1,94123,OK,street_address
ROOFTOP,"2057 Divisadero St, San Francisco, CA 94115, USA",ChIJlyawV8mAhYARd7iYJSALM68,2057 Divisadero St,37.7888449,-122.440907,2,94115,OK,premise
ROOFTOP,"29 Lee Ave, Bayville, NJ 08721, USA",ChIJK8kspnGfwYkRFg5AlOeeqUc,29 Lee Ave,39.877436,-74.161957,2,8721,OK,premise
ROOFTOP,"233 Bay Ridge Dr, Daly City, CA 94014, USA",ChIJqYL-bcx-j4ARsbs37rUuZsw,233 Bay Ridge Dr,37.6996408,-122.417725,2,94014,OK,premise
ROOFTOP,"4104 24th St, San Francisco, CA 94114, USA",ChIJF1IfZhJ-j4ARDZHYg3MXrXo,4104 24th St #1019,37.751427,-122.4343503,2,94114,OK,"establishment,finance,point_of_interest,store"
ROOFTOP,"1198 Valencia St, San Francisco, CA 94110, USA",ChIJX2URCj9-j4ARLHHqvVi9TGE,1198 Valencia St #105,37.7539332,-122.4212147,1,94110,OK,street_address
ROOFTOP,"425 Hayes St, San Francisco, CA 94102, USA",ChIJHaxTo5iAhYARAbsyj9Y1pys,425 A Hayes St,37.776752,-122.4233905,1,94102,OK,street_address
ROOFTOP,"167 11th St, Hoboken, NJ 07030, USA",ChIJ_zpeaNhZwokRUxuOG7uQDXo,167 11th Street,40.7499461,-74.0288424,1,7030,OK,street_address
ROOFTOP,"88 King St, San Francisco, CA 94107, USA",ChIJF8swG9h_j4ARrgZbcwEO6Ys,88 King  504,37.7806904,-122.3892201,2,94107,OK,street_address
ROOFTOP,"17451 CA-120, Big Oak Flat, CA 95305, USA",ChIJq6pmaHDWkIARLT2F9DRbhSE,17451 Highway 120,37.8224086,-120.2607154,1,95305,OK,street_address
ROOFTOP,"15 Poncetta Dr, Daly City, CA 94015, USA",ChIJ39DWQUR8j4ARNbOMbFmKPaM,15 Poncetta Drive  106,37.7031372,-122.4756925,1,94015,OK,premise
ROOFTOP,"425 1st St UNIT 2702, San Francisco, CA 94105, USA",ChIJgRUNOnqAhYAReyTIy2-sbdo,425 1st St Apt 2702,37.7860625,-122.3921764,1,94105,OK,subpremise
ROOFTOP,"315 Culet Dr, Danville, CA 94506, USA",ChIJ54mD4R_yj4AReGgWnKrnEww,315 Culet Dr,37.7950924,-121.9019288,1,94506,OK,premise
ROOFTOP,"704 Post St, San Francisco, CA 94109, USA",ChIJJXsg8ZGAhYARQ1pS0uJnREQ,704 Post St,37.7878083,-122.4136347,1,94109,OK,street_address
,,,Po Box 590444,,,0,,ZERO_RESULTS,
ROOFTOP,"17 Skylark Dr #45, Larkspur, CA 94939, USA",Eio0NSwgMTcgU2t5bGFyayBEciwgTGFya3NwdXIsIENBIDk0OTM5LCBVU0EiHhocChYKFAoSCV84SKuYkIWAEfLYjoCrOE7eEgI0NQ,17 Skylark Dr Apt 45,37.942793,-122.5456238,1,94939,OK,subpremise
,,,575 20th St 113 1fl,,,0,,ZERO_RESULTS,
ROOFTOP,"525 Edinburgh St, San Francisco, CA 94112, USA",ChIJyaYWKY5-j4ARyuO1X6t_9oQ,525 Eninburgh St,37.7207541,-122.4320927,1,94112,OK,premise
GEOMETRIC_CENTER,"2600 Bayshore Blvd, Dunedin, FL 34698, USA",ChIJqQmWirLzwogR-_1q0cRnM2o,2600 Bay Shore Blvd,28.0499117,-82.7804692,2,34698,OK,premise
ROOFTOP,"1120 Broadway, San Francisco, CA 94109, USA",ChIJ6yovK-yAhYAR2zzkbRcQNrg,1120 Broadway,37.7969464,-122.4156179,6,94109,OK,street_address
RANGE_INTERPOLATED,"31 Kearny St, San Francisco, CA 94108, USA",EiozMSBLZWFybnkgU3QsIFNhbiBGcmFuY2lzY28sIENBIDk0MTA4LCBVU0EiGhIYChQKEgn_RQdQiICFgBFxceTf2LiENRAf,31 Kearny St,37.7883286,-122.403722,1,94108,OK,street_address
ROOFTOP,"290 9th St, Jersey City, NJ 07302, USA",ChIJ9ZXPFkxXwokRL3_EU8bIuoQ,290 9th St,40.728684,-74.046496,2,7302,OK,street_address
ROOFTOP,"260 Wawona St, San Francisco, CA 94127, USA",ChIJzf5by-p9j4ARV6UjY9y9K1E,260 Wawona St,37.7391831,-122.4693466,2,94127,OK,premise
ROOFTOP,"22 Peace Plz, San Francisco, CA 94115, USA",ChIJDzWL0L6AhYAR_lMVYEDJ4t0,22 Peace Plaza  Ste 511,37.7852847,-122.429177,1,94115,OK,street_address
ROOFTOP,"1511 Jackson St #1, Oakland, CA 94612, USA",EioxLCAxNTExIEphY2tzb24gU3QsIE9ha2xhbmQsIENBIDk0NjEyLCBVU0EiHRobChYKFAoSCTVxlS9Lh4-AEYfX3sWPfH1qEgEx,1511 Jackson St Apt 1,37.8033351,-122.2647241,1,94612,OK,subpremise
ROOFTOP,"33 Kearny St, San Francisco, CA 94108, USA",ChIJyzVdUIiAhYAR3zSaNcuIFaY,33 Kearny St,37.7883469,-122.4037208,2,94108,OK,street_address
ROOFTOP,"529 Stevenson St #100, San Francisco, CA 94103, USA",EjMxMDAsIDUyOSBTdGV2ZW5zb24gU3QsIFNhbiBGcmFuY2lzY28sIENBIDk0MTAzLCBVU0EiHxodChYKFAoSCVUGVOWEgIWAEX9B3tUBg8CPEgMxMDA,529 Stevenson St Unit 100,37.7811359,-122.410358,1,94103,OK,subpremise
ROOFTOP,"1510 Virginia Ave, Charlottesville, VA 22903, USA",ChIJS48oykmGs4kRMMW6JXYpvpI,1510 Virginia St,38.0381464,-78.4991899,3,22903,OK,premise
ROOFTOP,"700 O'Farrell St #107, San Francisco, CA 94109, USA",EjMxMDcsIDcwMCBPJ0ZhcnJlbGwgU3QsIFNhbiBGcmFuY2lzY28sIENBIDk0MTA5LCBVU0EiHxodChYKFAoSCa2qjRCRgIWAETKGreY14fZvEgMxMDc,700 Ofarrell St Apt 107,37.7856118,-122.4164638,1,94109,OK,subpremise
ROOFTOP,"131 Crown Cir, South San Francisco, CA 94080, USA",ChIJW4jH8dx7j4AR9O2tCZm-WZY,131 Crown Circle,37.66237,-122.455836,2,94080,OK,street_address
,,,4104 24th St 572,,,0,,ZERO_RESULTS,
ROOFTOP,"5900 3rd St, San Francisco, CA 94124, USA",ChIJ_cAYKBl_j4ARy73O1acVfMQ,5900 3rd St,37.724666,-122.395268,1,94124,OK,premise
ROOFTOP,"4609 Mission St, San Francisco, CA 94112, USA",ChIJ__-iUo9-j4ARLzkmCcZcBmg,4609 Mission Street,37.724433,-122.4347249,1,94112,OK,street_address
ROOFTOP,"500 Howard St Fl 8th, San Francisco, CA 94105, USA",EjNGbCA4dGgsIDUwMCBIb3dhcmQgU3QsIFNhbiBGcmFuY2lzY28sIENBIDk0MTA1LCBVU0EiIhogChYKFAoSCWncDLN8gIWAEZDs6F5kYceyEgZGbCA4dGg,500 Howard St Fl 8th,37.7885306,-122.3967284,1,94105,OK,subpremise
ROOFTOP,"Two Embarcadero Center, 2 Embarcadero Center B6, San Francisco, CA 94111, USA",Ek5CNiwgVHdvIEVtYmFyY2FkZXJvIENlbnRlciwgMiBFbWJhcmNhZGVybyBDZW50ZXIsIFNhbiBGcmFuY2lzY28sIENBIDk0MTExLCBVU0EiHhocChYKFAoSCblObwdhgIWAEes1RAY3ModLEgJCNg,2 Embarcadero Ctr Unit B6,37.7947881,-122.3984101,1,94111,OK,subpremise
ROOFTOP,"2881 13th St, San Pablo, CA 94806, USA",ChIJEQ4I_Nl3hYAR_KnLEcoOIJk,2881 13th St,37.973754,-122.3508489,1,94806,OK,premise
ROOFTOP,"1748 Berkeley St, Santa Monica, CA 90404, USA",ChIJ7Z-65z-7woARc_FZYPgmmcQ,1748 Berkely St,34.0320592,-118.463564,1,90404,OK,street_address
ROOFTOP,"1748 Berkeley St, Santa Monica, CA 90404, USA",ChIJ7Z-65z-7woARc_FZYPgmmcQ,1748 Berkely St.,34.0320592,-118.463564,1,90404,OK,street_address
ROOFTOP,"435 Alhambra Rd, South San Francisco, CA 94080, USA",ChIJ2eerj4V5j4ARer-31YpY-Vk,435 Alhambra Rd.,37.6425287,-122.4390933,2,94080,OK,premise
ROOFTOP,"555 California St, San Francisco, CA 94104, USA",ChIJgVDtsouAhYARvYch9NRWjkI,555 California St Concours,37.792062,-122.4037148,2,94104,OK,"establishment,point_of_interest"
ROOFTOP,"555 California St, San Francisco, CA 94104, USA",ChIJ47fYMIqAhYARbgqBaPZoAJ4,555 California St Cncourse,37.7920903,-122.4036761,1,94104,OK,premise
ROOFTOP,"3821 Lawton St, San Francisco, CA 94122, USA",ChIJZ2SXDZCHhYARu6Mdk7dgSSk,3821 Lawton St,37.7566135,-122.503968,1,94122,OK,premise
ROOFTOP,"860 Sutter St, San Francisco, CA 94109, USA",ChIJOZXlO5KAhYARLUUIJadgltY,860 Sutter St,37.7887691,-122.4146076,1,94109,OK,premise
ROOFTOP,"180 New Montgomery St, San Francisco, CA 94105, USA",ChIJIe3MFn2AhYARkPhedbncAuU,180 New Montgomery St,37.7862694,-122.3996049,1,94105,OK,premise
ROOFTOP,"620 Sutter St, San Francisco, CA 94102, USA",ChIJd9u22Y2AhYAR632fExbztLk,620 Sutter St,37.7891277,-122.4106381,1,94102,OK,street_address
ROOFTOP,"400 Howard St, San Francisco, CA 94105, USA",ChIJO9_eVWOAhYARDCNmyadGjlw,400 Howard St,37.7891003,-122.3958433,1,94105,OK,premise
GEOMETRIC_CENTER,"San Francisco International Airport (SFO), San Francisco, CA 94128, USA",ChIJVVVVVYx3j4ARP-3NGldc8qQ,00000 Sf Airport,37.6213129,-122.3789554,1,94128,OK,"airport,establishment,point_of_interest"
ROOFTOP,"655 Sutter St, San Francisco, CA 94102, USA",ChIJndztc46AhYARRsKGgCJgVS4,655 Sutter Street,37.7887584,-122.4110569,5,94102,OK,street_address
ROOFTOP,"900 North Point St K201, San Francisco, CA 94109, USA",EjZLMjAxLCA5MDAgTm9ydGggUG9pbnQgU3QsIFNhbiBGcmFuY2lzY28sIENBIDk0MTA5LCBVU0EiIBoeChYKFAoSCZsl1MPggIWAEeOyhFfcJbAtEgRLMjAx,900 North Point St K201,37.8058745,-122.4229535,1,94109,OK,subpremise
ROOFTOP,"900 North Point St, San Francisco, CA 94109, USA",ChIJvXl2weCAhYARjSxnhzrBfNc,900 North Point St B201a,37.8058763,-122.4229502,2,94109,OK,"establishment,point_of_interest,shopping_mall"
ROOFTOP,"2535 3rd St, San Francisco, CA 94107, USA",ChIJEfMFMLp_j4ARDIaIpk836Vk,2535 3rd St,37.7573135,-122.3879385,8,94107,OK,street_address
ROOFTOP,"602 Hayes St, San Francisco, CA 94102, USA",ChIJyRnkU6KAhYARLCa9Ebvd2bM,602 Hayes St,37.7767801,-122.4265958,1,94102,OK,premise
GEOMETRIC_CENTER,"The Embarcadero, San Francisco, CA, USA",ChIJv9d8mYqAhYARkgvBMfd7j3U,Embarcadero Blvd,37.7980721,-122.3968204,2,,OK,route
ROOFTOP,"734 Alfred Nobel Dr, Hercules, CA 94547, USA",ChIJEf6w3852hYARApGRJNyoO-M,734 Alfred Noble Dr,38.0203483,-122.2737774,1,94547,OK,street_address
ROOFTOP,"26754 Contessa St, Hayward, CA 94545, USA",ChIJZw8ZjLGWj4ARPxv5cUDi9TA,26754 Contessa St,37.6362942,-122.0968592,1,94545,OK,premise
ROOFTOP,"419 O'Farrell St, San Francisco, CA 94102, USA",ChIJh4AEz4-AhYARXsIEprl4cwk,419 Ofarrell St,37.7858546,-122.4117609,1,94102,OK,street_address
ROOFTOP,"144 Parque Dr, San Francisco, CA 94134, USA",ChIJzdIhJsF-j4AR8fLjdLyD5ro,144 Parque Dr,37.7102658,-122.4210101,1,94134,OK,premise
ROOFTOP,"350 Townsend St #682, San Francisco, CA 94107, USA",EjI2ODIsIDM1MCBUb3duc2VuZCBTdCwgU2FuIEZyYW5jaXNjbywgQ0EgOTQxMDcsIFVTQSIfGh0KFgoUChIJs2swMNR_j4ARBc1WxkwphcQSAzY4Mg,350 Townsend St Ste 682,37.7762258,-122.3965514,1,94107,OK,subpremise
ROOFTOP,"607 Larkin St, San Francisco, CA 94109, USA",ChIJw1XlyJCAhYAR-U-Bc7A0jYw,607 Larkin St,37.783495,-122.417836,1,94109,OK,street_address
ROOFTOP,"112 Waverly Pl, New York, NY 10011, USA",ChIJ_XqgSZFZwokR7J2RdgFFv2o,112 Waverly Pl,40.732317,-73.999345,1,10011,OK,street_address
ROOFTOP,"400 Fir St, Neodesha, KS 66757, USA",ChIJoTeLTmY0uIcRIZ6L4T3MXOA,At&t V08 Draft Cart 24 Willie Mays Plaza View Level 4,37.4362961,-95.6795162,1,66757,OK,"establishment,health,point_of_interest"
ROOFTOP,"400 Fir St, Neodesha, KS 66757, USA",ChIJoTeLTmY0uIcRIZ6L4T3MXOA,At&t Near Rm 3232 24 Willie Mays Plaza Club Level 3,37.4362961,-95.6795162,1,66757,OK,"establishment,health,point_of_interest"
ROOFTOP,"1661 Tennessee St Ste 2 K, San Francisco, CA 94107, USA",EjhTdGUgMiBLLCAxNjYxIFRlbm5lc3NlZSBTdCwgU2FuIEZyYW5jaXNjbywgQ0EgOTQxMDcsIFVTQSIjGiEKFgoUChIJgyhWCKV_j4ARTlSow61AlZMSB1N0ZSAyIEs,1661 Tennessee St Ste 2 K,37.7508806,-122.3881427,1,94107,OK,subpremise
ROOFTOP,"44899 Trout Ct, Fremont, CA 94539, USA",ChIJY-1Ybo7Gj4AR6R0_xmSqfDc,44899 Trout Ct,37.511798,-121.917983,1,94539,OK,street_address
ROOFTOP,"11 Phelan Ave Rm 398, San Francisco, CA 94112, USA",EjNSbSAzOTgsIDExIFBoZWxhbiBBdmUsIFNhbiBGcmFuY2lzY28sIENBIDk0MTEyLCBVU0EiIhogChYKFAoSCeFasaksfI-AEZdEQEwxZZQ5EgZSbSAzOTg,11 Phelan Ave Rm 398,37.7233708,-122.4524995,1,94112,OK,subpremise
ROOFTOP,"599 O'Farrell St, San Francisco, CA 94102, USA",ChIJQaNnS5CAhYAReRuXq5tJ41k,599 Ofarrell St,37.7854704,-122.414495,1,94102,OK,premise
ROOFTOP,"1332 Van Ness Ave, San Francisco, CA 94109, USA",ChIJuT_gqZWAhYARkx_mX_crZ_c,101 Van Ness Ave 2009,37.7881294,-122.4216528,1,94109,OK,"bar,establishment,point_of_interest"
ROOFTOP,"970 Baker St, San Francisco, CA 94115, USA",ChIJz3h0G7SAhYAR4FTqh-eBId0,970 Baker St 3,37.7803184,-122.4415263,2,94115,OK,premise
ROOFTOP,"845 Market St #16, San Francisco, CA 94103, USA",Ei8xNiwgODQ1IE1hcmtldCBTdCwgU2FuIEZyYW5jaXNjbywgQ0EgOTQxMDMsIFVTQSIeGhwKFgoUChIJy4kpbIaAhYARnaAg1xAryzUSAjE2,845 Market St Ste 16,37.784219,-122.406176,1,94103,OK,subpremise
ROOFTOP,"22 Belden Pl, San Francisco, CA 94104, USA",ChIJsSrqh4mAhYARAmK65guW3Bs,22 Belden Pl,37.7911616,-122.4036097,1,94104,OK,premise
ROOFTOP,"1750 Cesar Chavez Ste D, San Francisco, CA 94124, USA",EjZTdGUgRCwgMTc1MCBDZXNhciBDaGF2ZXosIFNhbiBGcmFuY2lzY28sIENBIDk0MTI0LCBVU0EiIRofChYKFAoSCcklpCOuf4-AEcs59-6dcuVrEgVTdGUgRA,1750 Cesar Chavez  Ste D,37.750858,-122.394103,1,94124,OK,subpremise
ROOFTOP,"2408 Clement St, San Francisco, CA 94121, USA",ChIJnSeFyAWHhYAR4F9IX949mno,2408 Clement St,37.7822533,-122.4851333,1,94121,OK,premise
ROOFTOP,"345 E 46th St, New York, NY 10017, USA",ChIJSUOkoR1ZwokRmqHI1PlHMM4,50 United Nations Plaza,40.7516129,-73.9680645,1,10017,OK,"establishment,point_of_interest"
RANGE_INTERPOLATED,"1536 Stockton St, San Francisco, CA 94133, USA",Ei4xNTM2IFN0b2NrdG9uIFN0LCBTYW4gRnJhbmNpc2NvLCBDQSA5NDEzMywgVVNBIhsSGQoUChIJpdJ_ZfGAhYARTd7UXlYoJpYQgAw,1536 Stockton St,37.8000317,-122.4091292,3,94133,OK,street_address
ROOFTOP,"835 Turk St Rm 215, San Francisco, CA 94102, USA",EjFSbSAyMTUsIDgzNSBUdXJrIFN0LCBTYW4gRnJhbmNpc2NvLCBDQSA5NDEwMiwgVVNBIiIaIAoWChQKEgmvkW3sl4CFgBFzoZfR69i_8hIGUm0gMjE1,835 Turk St Rm 215,37.7815727,-122.4229772,1,94102,OK,subpremise
ROOFTOP,"121 Spear St B7, San Francisco, CA 94105, USA",Ei5CNywgMTIxIFNwZWFyIFN0LCBTYW4gRnJhbmNpc2NvLCBDQSA5NDEwNSwgVVNBIh4aHAoWChQKEgnLNaUDZYCFgBHcDRIYOdTQIhICQjc,121 Spear St St Ste B7,37.7918989,-122.3928335,1,94105,OK,subpremise
ROOFTOP,"691 Eddy St, San Francisco, CA 94109, USA",ChIJeaq5SZeAhYAR_StLH_asnr4,691 Eddy St,37.7829768,-122.418944,1,94109,OK,premise
ROOFTOP,"11320 Lombard St #404, San Francisco, CA 94123, USA",EjM0MDQsIDExMzIwIExvbWJhcmQgU3QsIFNhbiBGcmFuY2lzY28sIENBIDk0MTIzLCBVU0EiJBoiChsSGQoUChIJe05WPCuHhYARbPg-kR-QOdYQuFgSAzQwNA,11320 Lombard St Apt 404,37.7984166,-122.4477681,1,94123,OK,subpremise
ROOFTOP,"230 Farallones St, San Francisco, CA 94112, USA",ChIJE8hIrTF8j4ARSj6Xx6FdfwY,230 Farallones St,37.7142897,-122.4602472,1,94112,OK,premise
ROOFTOP,"1051 Stockton St, Aiken, SC 29801, USA",ChIJI9PzFnNM-IgR3K-h_5_AzQg,1051 Stockton St,33.5882527,-81.7689395,5,29801,OK,premise
ROOFTOP,"479 Broadway, Methuen, MA 01844, USA",ChIJr9acoOGp44kRTbaEUSojp70,479 Broadway St,42.738915,-71.195338,1,1844,OK,street_address
ROOFTOP,"300 Montgomery St, San Francisco, CA 94104, USA",ChIJu6XnEIqAhYARqBakI5WC_CI,300 Montgomery St,37.7924029,-122.4024972,1,94104,OK,street_address
GEOMETRIC_CENTER,"Sloat Blvd, San Francisco, CA, USA",ChIJwbIw-p59j4AR8Sw8-rGvfis,Sloat Blvd Ste 189,37.7341834,-122.4892853,1,,OK,route
ROOFTOP,"2316 Julie Ln, South San Francisco, CA 94080, USA",ChIJicnhsdJ7j4ARnZCKwd26Gzs,2316 Julie Ln,37.646364,-122.4573282,1,94080,OK,premise
ROOFTOP,"2028 Taraval, San Francisco, CA 94116, USA",ChIJNUGVFYN9j4ARF6JuzvPqQuw,2028 Taraval St 5,37.7427116,-122.4880565,2,94116,OK,premise
ROOFTOP,"1399 Church St, San Francisco, CA 94131, USA",ChIJZ-kF_mp-j4ARz0dHxq_JJSI,1399 Church St,37.7486499,-122.4269718,2,94131,OK,premise
ROOFTOP,"631 Jackson St, Denver, CO 80206, USA",ChIJa5ptoKF-bIcRLgnX5vT7D_U,631 Jackson St,39.726278,-104.9431518,2,80206,OK,premise
ROOFTOP,"2639 24th St, Port Huron, MI 48060, USA",ChIJf1V3PbidJYgR8zncJmkc34s,2639 24th St,42.9542994,-82.4522784,1,48060,OK,premise
ROOFTOP,"446 Beach 128th St, Rockaway Park, NY 11694, USA",ChIJv3b1OodCwokRVBDzGm6F7xA,446 Beach St,40.5793452,-73.8486374,3,11694,OK,premise
GEOMETRIC_CENTER,"Marine View Dr, Dillon Beach, CA, USA",ChIJS2OjMPMshIAREtJZ-HQvdIQ,519 Marine View Dr Ste F,38.24047,-122.9676051,1,,OK,route
ROOFTOP,"651 Capistrano Way, San Mateo, CA 94402, USA",ChIJZ07uMm-ej4ARA8EQrvobsQE,651 Capistrano Way,37.5579477,-122.32406,1,94402,OK,premise
ROOFTOP,"57 Walter U Lum Pl, San Francisco, CA 94108, USA",ChIJ-WZhSYuAhYAR9q8Y6SILY6g,57 Walter U Lum Pl,37.7950194,-122.4059214,1,94108,OK,street_address
ROOFTOP,"2028 Taraval #5, San Francisco, CA 94116, USA",Ei01LCAyMDI4IFRhcmF2YWwsIFNhbiBGcmFuY2lzY28sIENBIDk0MTE2LCBVU0EiHRobChYKFAoSCTVBlRWDfY-AEReibs7z6kLsEgE1,2028 Taraval St Apt 5,37.7427116,-122.4880565,1,94116,OK,subpremise
ROOFTOP,"432 Octavia St #1a, San Francisco, CA 94102, USA",EjAxYSwgNDMyIE9jdGF2aWEgU3QsIFNhbiBGcmFuY2lzY28sIENBIDk0MTAyLCBVU0EiHhocChYKFAoSCUHDUQqigIWAEUwbhypvpMFAEgIxYQ,432 Octavia St 1a,37.7763813,-122.4241716,1,94102,OK,subpremise
ROOFTOP,"736 Irving St, Otsego, MI 49078, USA",ChIJLZkxOeh9F4gRgpS-BS4lrn4,736 Irving St,42.4518284,-85.6967585,2,49078,OK,street_address
ROOFTOP,"1050 Valencia St, San Francisco, CA 94110, USA",ChIJCVGUXz5-j4AR11YJgKTszH4,1050 Valencia St,37.755944,-122.421318,1,94110,OK,street_address
ROOFTOP,"1800 McAllister St, San Francisco, CA 94115, USA",ChIJ6xNYzrOAhYARk24YCABiqso,1800 Mcallister St,37.7774834,-122.441934,1,94115,OK,premise
ROOFTOP,"1980 Vallejo St, San Francisco, CA 94123, USA",ChIJeyIMn8SAhYARhIVzGWEggJo,1980 Vallejo St 8,37.7961401,-122.4299581,2,94123,OK,premise
ROOFTOP,"1007 Anza St, San Francisco, CA 94118, USA",ChIJecJpCTiHhYAR9clwWYlhEhY,1007 Anza St,37.7791819,-122.4590476,2,94118,OK,street_address
ROOFTOP,"145 Jefferson St #400, San Francisco, CA 94133, USA",EjM0MDAsIDE0NSBKZWZmZXJzb24gU3QsIFNhbiBGcmFuY2lzY28sIENBIDk0MTMzLCBVU0EiHxodChYKFAoSCRlJyGzjgIWAEVBaormFArKTEgM0MDA,145 Jefferson St Ste 400,37.8080677,-122.4146499,1,94133,OK,subpremise
ROOFTOP,"130 Gardenside Dr #304, San Francisco, CA 94131, USA",EjQzMDQsIDEzMCBHYXJkZW5zaWRlIERyLCBTYW4gRnJhbmNpc2NvLCBDQSA5NDEzMSwgVVNBIh8aHQoWChQKEgm_p05CCH6PgBEavc8EeMhUGRIDMzA0,130 Gardenside Dr Apt 304,37.7534534,-122.4448218,1,94131,OK,subpremise
ROOFTOP,"4401 Cabrillo St, San Francisco, CA 94121, USA",ChIJm8JsibqHhYAR07s0JVocxNo,4401 Cabrillo St A,37.7732521,-122.5059353,1,94121,OK,premise
