business_id,name,address,city,state,postal_code,latitude,longitude,phone_number,score,date,type,year,month
80587,TAO SUSHI,4808 MISSION ST ,San Francisco,CA,94112,,,14155855505,83.0,2017-10-02,routine,2017.0,10.0
80494,TAP (415),845 MARKET ST #495,San Francisco,CA,94103,,,14154055875,100.0,2015-10-23,routine,2015.0,10.0
80494,TAP (415),845 MARKET ST #495,San Francisco,CA,94103,,,14154055875,93.0,2016-07-08,routine,2016.0,7.0
80494,TAP (415),845 MARKET ST #495,San Francisco,CA,94103,,,14154055875,88.0,2017-02-23,routine,2017.0,2.0
80494,TAP (415),845 MARKET ST #495,San Francisco,CA,94103,,,14154055875,93.0,2018-02-27,routine,2018.0,2.0
3614,"TAQUERIA ""LOS COYOTES"" #2",3036 16TH ST ,San Francisco,CA,94103,37.765028,-122.420402,14153375144,84.0,2016-05-09,routine,2016.0,5.0
3614,"TAQUERIA ""LOS COYOTES"" #2",3036 16TH ST ,San Francisco,CA,94103,37.765028,-122.420402,14153375144,76.0,2016-10-13,routine,2016.0,10.0
3614,"TAQUERIA ""LOS COYOTES"" #2",3036 16TH ST ,San Francisco,CA,94103,37.765028,-122.420402,14153375144,81.0,2017-11-16,routine,2017.0,11.0
36608,TAQUERIA ANGELICA'S,1301 CESAR CHAVEZ ST ,San Francisco,CA,,37.748543,-122.390883,14158343695,90.0,2018-05-07,routine,2018.0,5.0
89282,TAQUERIA ANGELICA'S," MISSION ST, BETW 10TH & 11TH ST  ",San Francisco,CA,,,,14158343695,,,,,
79607,TAQUERIA ANGELICA'S #2, OFF THE GRID  ,San Francisco,CA,94129,,,14158343695,100.0,2017-03-25,routine,2017.0,3.0
