location_id,ownership_name,business_name,category,lic_code,street_address,State,City,zipcode,business_start_date,business_end_date,neighborhoods,business_location,supervisor_district,Lifespan,formatted_address,google_place_id,latitude,longitude,formatted_name,business_id,name,score,year
0465221-01-001,Shahin Bashir J,Marrakech Moroccan Restaurant,Food Services,,419 O'farrell St,CA,San Francisco,94102.0,01/04/2012,01/24/2018,Tenderloin,"419 O FARRELL ST
San Francisco, CA 94102
(37.785964, -122.411675)",6.0,2212.0,"419 O'Farrell St, San Francisco, CA 94102, USA",ChIJh4AEz4-AhYARXsIEprl4cwk,37.7858546,-122.41176090000002,marrakech,3800,MARRAKECH MORROCAN RESTAURANT,100.0,2017.0
0198204-01-001,Franco American Inv Inc,Cafe Bastille,Food Services,Multiple,22 Belden Pl,CA,San+francisco,94104.0,08/01/1990,,,"22 BELDEN PL
San Francisco, CA 94104
(37.79112, -122.403748)",,,"22 Belden Pl, San Francisco, CA 94104, USA",ChIJsSrqh4mAhYARAmK65guW3Bs,37.7911616,-122.4036097,cafe,1837,CAFE BASTILLE,85.0,2016.0
0198204-01-001,Franco American Inv Inc,Cafe Bastille,Food Services,Multiple,22 Belden Pl,CA,San+francisco,94104.0,08/01/1990,,,"22 BELDEN PL
San Francisco, CA 94104
(37.79112, -122.403748)",,,"22 Belden Pl, San Francisco, CA 94104, USA",ChIJsSrqh4mAhYARAmK65guW3Bs,37.7911616,-122.4036097,cafe,1837,CAFE BASTILLE,77.0,2017.0
0052911-01-001,"Harman Nguyen, Inc",Kentucky Fried Chicken,Food Services,Multiple,691 Eddy St,CA,San Francisco,94109.0,10/01/1968,,Tenderloin,"691 EDDY ST
San Francisco, CA 94109
(37.783118, -122.419042)",6.0,,"691 Eddy St, San Francisco, CA 94109, USA",ChIJeaq5SZeAhYAR_StLH_asnr4,37.7829768,-122.418944,kentucky,2085,KENTUCKY FRIED CHICKEN #249,78.0,2016.0
0052911-01-001,"Harman Nguyen, Inc",Kentucky Fried Chicken,Food Services,Multiple,691 Eddy St,CA,San Francisco,94109.0,10/01/1968,,Tenderloin,"691 EDDY ST
San Francisco, CA 94109
(37.783118, -122.419042)",6.0,,"691 Eddy St, San Francisco, CA 94109, USA",ChIJeaq5SZeAhYAR_StLH_asnr4,37.7829768,-122.418944,kentucky,2085,KENTUCKY FRIED CHICKEN #249,86.0,2017.0
0052911-01-001,"Harman Nguyen, Inc",Kentucky Fried Chicken,Food Services,Multiple,691 Eddy St,CA,San Francisco,94109.0,10/01/1968,,Tenderloin,"691 EDDY ST
San Francisco, CA 94109
(37.783118, -122.419042)",6.0,,"691 Eddy St, San Francisco, CA 94109, USA",ChIJeaq5SZeAhYAR_StLH_asnr4,37.7829768,-122.418944,kentucky,2085,KENTUCKY FRIED CHICKEN #249,82.0,2015.0
0333732-01-001,Wu Yu Lin,Gourmet Kitchen,Food Services,Take-Out Establishment,1051 Stockton St,CA,San Francisco,94108.0,02/01/2000,,Chinatown,"1051 STOCKTON ST
San Francisco, CA 94108
(37.795391, -122.408183)",3.0,,"1051 Stockton St, Aiken, SC 29801, USA",ChIJI9PzFnNM-IgR3K-h_5_AzQg,33.5882527,-81.7689395,gourmet,4608,GOURMET KITCHEN,92.0,2016.0
0333732-01-001,Wu Yu Lin,Gourmet Kitchen,Food Services,Take-Out Establishment,1051 Stockton St,CA,San Francisco,94108.0,02/01/2000,,Chinatown,"1051 STOCKTON ST
San Francisco, CA 94108
(37.795391, -122.408183)",3.0,,"1051 Stockton St, Aiken, SC 29801, USA",ChIJI9PzFnNM-IgR3K-h_5_AzQg,33.5882527,-81.7689395,gourmet,4608,GOURMET KITCHEN,94.0,2017.0
0333732-01-001,Wu Yu Lin,Gourmet Kitchen,Food Services,Take-Out Establishment,1051 Stockton St,CA,San Francisco,94108.0,02/01/2000,,Chinatown,"1051 STOCKTON ST
San Francisco, CA 94108
(37.795391, -122.408183)",3.0,,"1051 Stockton St, Aiken, SC 29801, USA",ChIJI9PzFnNM-IgR3K-h_5_AzQg,33.5882527,-81.7689395,gourmet,4608,GOURMET KITCHEN,92.0,2015.0
0049367-01-001,Digrande Enterprises Inc,Gold Mirror Italian Restaurant,Food Services,"Restaurant 1,000 - 2,000 Sqft",800 Taraval St,CA,San Francisco,94116.0,03/03/1969,,West of Twin Peaks,"800 TARAVAL ST
San Francisco, CA 94116
(37.743093, -122.47481)",7.0,,"800 Taraval, San Francisco, CA 94116, USA",ChIJC8uuK5J9j4ARaHZTw1wHbLc,37.7433015,-122.47483020000001,gold,2293,GOLD MIRROR ITALIAN RESTAURANT,94.0,2016.0
0049367-01-001,Digrande Enterprises Inc,Gold Mirror Italian Restaurant,Food Services,"Restaurant 1,000 - 2,000 Sqft",800 Taraval St,CA,San Francisco,94116.0,03/03/1969,,West of Twin Peaks,"800 TARAVAL ST
San Francisco, CA 94116
(37.743093, -122.47481)",7.0,,"800 Taraval, San Francisco, CA 94116, USA",ChIJC8uuK5J9j4ARaHZTw1wHbLc,37.7433015,-122.47483020000001,gold,2293,GOLD MIRROR ITALIAN RESTAURANT,96.0,2018.0
0113429-01-001,Kam Lok Restaurant Inc,Kam Lok Restaurant Inc,Food Services,"Restaurant 1,000 - 2,000 Sqft",834 Washington St,CA,San Francisco,94108.0,09/01/1978,,Chinatown,"834 WASHINGTON ST
San Francisco, CA 94108
(37.795075, -122.407071)",3.0,,"834 Washington St, Evanston, IL 60202, USA",ChIJb6TZyj3QD4gRFUhzKXl6ytI,42.0325042,-87.6838838,kam,2234,KAM LOK RESTAURANT,83.0,2017.0
0113429-01-001,Kam Lok Restaurant Inc,Kam Lok Restaurant Inc,Food Services,"Restaurant 1,000 - 2,000 Sqft",834 Washington St,CA,San Francisco,94108.0,09/01/1978,,Chinatown,"834 WASHINGTON ST
San Francisco, CA 94108
(37.795075, -122.407071)",3.0,,"834 Washington St, Evanston, IL 60202, USA",ChIJb6TZyj3QD4gRFUhzKXl6ytI,42.0325042,-87.6838838,kam,2234,KAM LOK RESTAURANT,83.0,2016.0
0113429-01-001,Kam Lok Restaurant Inc,Kam Lok Restaurant Inc,Food Services,"Restaurant 1,000 - 2,000 Sqft",834 Washington St,CA,San Francisco,94108.0,09/01/1978,,Chinatown,"834 WASHINGTON ST
San Francisco, CA 94108
(37.795075, -122.407071)",3.0,,"834 Washington St, Evanston, IL 60202, USA",ChIJb6TZyj3QD4gRFUhzKXl6ytI,42.0325042,-87.6838838,kam,2234,KAM LOK RESTAURANT,71.0,2016.0
0127335-01-001,Guitron Santiago,Los Hermanos,Food Services,"Restaurant Less Than 1,000 Sqft",2026 Chestnut St,CA,San Francisco,94123.0,01/01/1981,,Marina,"2026 CHESTNUT ST
San Francisco, CA 94123
(37.800723, -122.436974)",2.0,,"2026 Chestnut St, Philadelphia, PA 19103, USA",ChIJfc1lCzfGxokRmqDUGU5cuQI,39.95197539999999,-75.17463649999998,los,268,LOS HERMANOS,100.0,2017.0
0127335-01-001,Guitron Santiago,Los Hermanos,Food Services,"Restaurant Less Than 1,000 Sqft",2026 Chestnut St,CA,San Francisco,94123.0,01/01/1981,,Marina,"2026 CHESTNUT ST
San Francisco, CA 94123
(37.800723, -122.436974)",2.0,,"2026 Chestnut St, Philadelphia, PA 19103, USA",ChIJfc1lCzfGxokRmqDUGU5cuQI,39.95197539999999,-75.17463649999998,los,268,LOS HERMANOS,94.0,2015.0
0127335-01-001,Guitron Santiago,Los Hermanos,Food Services,"Restaurant Less Than 1,000 Sqft",2026 Chestnut St,CA,San Francisco,94123.0,01/01/1981,,Marina,"2026 CHESTNUT ST
San Francisco, CA 94123
(37.800723, -122.436974)",2.0,,"2026 Chestnut St, Philadelphia, PA 19103, USA",ChIJfc1lCzfGxokRmqDUGU5cuQI,39.95197539999999,-75.17463649999998,los,268,LOS HERMANOS,91.0,2016.0
0190699-01-001,Sotiropulos Panagiotis,Bravo Pizza,Food Services,"Restaurant 1,000 - 2,000 Sqft",5145 Mission St,CA,San Francisco,94112.0,08/25/1989,,Excelsior,"5145 MISSION ST
San Francisco, CA 94112
(37.716598, -122.440923)",11.0,,"5145 Mission St, San Francisco, CA 94112, USA",ChIJf6K2Zpt-j4ARcXrNdKLyz9o,37.716570399999995,-122.4408037,bravo,1800,BRAVO PIZZA,82.0,2016.0
0190699-01-001,Sotiropulos Panagiotis,Bravo Pizza,Food Services,"Restaurant 1,000 - 2,000 Sqft",5145 Mission St,CA,San Francisco,94112.0,08/25/1989,,Excelsior,"5145 MISSION ST
San Francisco, CA 94112
(37.716598, -122.440923)",11.0,,"5145 Mission St, San Francisco, CA 94112, USA",ChIJf6K2Zpt-j4ARcXrNdKLyz9o,37.716570399999995,-122.4408037,bravo,1800,BRAVO PIZZA,84.0,2017.0
0190699-01-001,Sotiropulos Panagiotis,Bravo Pizza,Food Services,"Restaurant 1,000 - 2,000 Sqft",5145 Mission St,CA,San Francisco,94112.0,08/25/1989,,Excelsior,"5145 MISSION ST
San Francisco, CA 94112
(37.716598, -122.440923)",11.0,,"5145 Mission St, San Francisco, CA 94112, USA",ChIJf6K2Zpt-j4ARcXrNdKLyz9o,37.716570399999995,-122.4408037,bravo,1800,BRAVO PIZZA,92.0,2015.0
0911744-01-005,Starbucks Corporation,Starbucks Coffee,Food Services,"Restaurant 1,000 - 2,000 Sqft",2163 Polk St,CA,San Francisco,94109.0,03/03/1992,,Russian Hill,"2163 POLK ST
San Francisco, CA 94109
(37.796646, -122.421931)",3.0,,"2163 Polk St, San Francisco, CA 94109, USA",ChIJf137uumAhYAReI1VGM86-jo,37.7967581,-122.4220885,starbucks,2072,STARBUCKS COFFEE,98.0,2016.0
0911744-01-005,Starbucks Corporation,Starbucks Coffee,Food Services,"Restaurant 1,000 - 2,000 Sqft",2163 Polk St,CA,San Francisco,94109.0,03/03/1992,,Russian Hill,"2163 POLK ST
San Francisco, CA 94109
(37.796646, -122.421931)",3.0,,"2163 Polk St, San Francisco, CA 94109, USA",ChIJf137uumAhYAReI1VGM86-jo,37.7967581,-122.4220885,starbucks,2072,STARBUCKS COFFEE,87.0,2016.0
0911744-01-005,Starbucks Corporation,Starbucks Coffee,Food Services,"Restaurant 1,000 - 2,000 Sqft",2163 Polk St,CA,San Francisco,94109.0,03/03/1992,,Russian Hill,"2163 POLK ST
San Francisco, CA 94109
(37.796646, -122.421931)",3.0,,"2163 Polk St, San Francisco, CA 94109, USA",ChIJf137uumAhYAReI1VGM86-jo,37.7967581,-122.4220885,starbucks,2072,STARBUCKS COFFEE,100.0,2017.0
0911744-01-007,Starbucks Corporation,Starbucks Coffee,Food Services,Take-Out Establishment,3995 24th St,CA,San Francisco,94114.0,03/03/1992,,Noe Valley,"3995 24TH ST
San Francisco, CA 94114
(37.75144, -122.431781)",8.0,,"3995 24th St, San Francisco, CA 94114, USA",ChIJK3EgDxN-j4ARGiDRHomnlHU,37.751313700000004,-122.43168109999999,starbucks,4480,STARBUCKS COFFEE,98.0,2018.0
0911744-01-007,Starbucks Corporation,Starbucks Coffee,Food Services,Take-Out Establishment,3995 24th St,CA,San Francisco,94114.0,03/03/1992,,Noe Valley,"3995 24TH ST
San Francisco, CA 94114
(37.75144, -122.431781)",8.0,,"3995 24th St, San Francisco, CA 94114, USA",ChIJK3EgDxN-j4ARGiDRHomnlHU,37.751313700000004,-122.43168109999999,starbucks,4480,STARBUCKS COFFEE,98.0,2017.0
0911744-01-007,Starbucks Corporation,Starbucks Coffee,Food Services,Take-Out Establishment,3995 24th St,CA,San Francisco,94114.0,03/03/1992,,Noe Valley,"3995 24TH ST
San Francisco, CA 94114
(37.75144, -122.431781)",8.0,,"3995 24th St, San Francisco, CA 94114, USA",ChIJK3EgDxN-j4ARGiDRHomnlHU,37.751313700000004,-122.43168109999999,starbucks,4480,STARBUCKS COFFEE,100.0,2016.0
0911744-01-007,Starbucks Corporation,Starbucks Coffee,Food Services,Take-Out Establishment,3995 24th St,CA,San Francisco,94114.0,03/03/1992,,Noe Valley,"3995 24TH ST
San Francisco, CA 94114
(37.75144, -122.431781)",8.0,,"3995 24th St, San Francisco, CA 94114, USA",ChIJK3EgDxN-j4ARGiDRHomnlHU,37.751313700000004,-122.43168109999999,starbucks,4480,STARBUCKS COFFEE,100.0,2016.0
0911744-09-001,Starbucks Corporation,Starbucks Coffee #5237,Food Services,Take-Out Establishment,1231 Market St,CA,San Francisco,94103.0,03/03/1992,,South of Market,"1231 MARKET ST
San Francisco, CA 94103
(37.778313, -122.415275)",6.0,,"1231 Market St, San Francisco, CA 94103, USA",ChIJoYgVg5yAhYARKVhRpBc8PmE,37.7781588,-122.4150923,starbucks,5011,STARBUCKS COFFEE,92.0,2016.0
0911744-09-001,Starbucks Corporation,Starbucks Coffee #5237,Food Services,Take-Out Establishment,1231 Market St,CA,San Francisco,94103.0,03/03/1992,,South of Market,"1231 MARKET ST
San Francisco, CA 94103
(37.778313, -122.415275)",6.0,,"1231 Market St, San Francisco, CA 94103, USA",ChIJoYgVg5yAhYARKVhRpBc8PmE,37.7781588,-122.4150923,starbucks,5011,STARBUCKS COFFEE,96.0,2017.0
0911744-09-001,Starbucks Corporation,Starbucks Coffee #5237,Food Services,Take-Out Establishment,1231 Market St,CA,San Francisco,94103.0,03/03/1992,,South of Market,"1231 MARKET ST
San Francisco, CA 94103
(37.778313, -122.415275)",6.0,,"1231 Market St, San Francisco, CA 94103, USA",ChIJoYgVg5yAhYARKVhRpBc8PmE,37.7781588,-122.4150923,starbucks,5011,STARBUCKS COFFEE,87.0,2016.0
0911744-09-001,Starbucks Corporation,Starbucks Coffee #5237,Food Services,Take-Out Establishment,1231 Market St,CA,San Francisco,94103.0,03/03/1992,,South of Market,"1231 MARKET ST
San Francisco, CA 94103
(37.778313, -122.415275)",6.0,,"1231 Market St, San Francisco, CA 94103, USA",ChIJoYgVg5yAhYARKVhRpBc8PmE,37.7781588,-122.4150923,starbucks,5011,STARBUCKS COFFEE,96.0,2018.0
0911744-10-001,Starbucks Corporation,Starbucks Coffee #5271,Food Services,"Restaurant 1,000 - 2,000 Sqft",100 W Portal Ave,CA,San Francisco,94127.0,03/03/1992,,West of Twin Peaks,"100 W PORTAL AVE
San Francisco, CA 94127
(37.739756, -122.467042)",7.0,,"100 W Portal Ave, San Francisco, CA 94127, USA",ChIJ_ZOX7up9j4ARkbQymGJMHTw,37.739700299999996,-122.46733859999999,starbucks,2136,STARBUCKS COFFEE,98.0,2017.0
0911744-16-001,Starbucks Corporation,Starbucks Coffee #5404,Food Services,"Restaurant 1,000 - 2,000 Sqft",442 Geary St,CA,San Francisco,94102.0,03/03/1992,,Tenderloin,"442 GEARY ST
San Francisco, CA 94102
(37.787059, -122.410587)",3.0,,"442 Geary St, San Francisco, CA 94102, USA",ChIJNfm5T46AhYARCDgL2yrxhlo,37.787168,-122.41073300000001,starbucks,2768,STARBUCKS COFFEE,100.0,2018.0
0911744-16-001,Starbucks Corporation,Starbucks Coffee #5404,Food Services,"Restaurant 1,000 - 2,000 Sqft",442 Geary St,CA,San Francisco,94102.0,03/03/1992,,Tenderloin,"442 GEARY ST
San Francisco, CA 94102
(37.787059, -122.410587)",3.0,,"442 Geary St, San Francisco, CA 94102, USA",ChIJNfm5T46AhYARCDgL2yrxhlo,37.787168,-122.41073300000001,starbucks,2768,STARBUCKS COFFEE,100.0,2017.0
0911744-16-001,Starbucks Corporation,Starbucks Coffee #5404,Food Services,"Restaurant 1,000 - 2,000 Sqft",442 Geary St,CA,San Francisco,94102.0,03/03/1992,,Tenderloin,"442 GEARY ST
San Francisco, CA 94102
(37.787059, -122.410587)",3.0,,"442 Geary St, San Francisco, CA 94102, USA",ChIJNfm5T46AhYARCDgL2yrxhlo,37.787168,-122.41073300000001,starbucks,2768,STARBUCKS COFFEE,92.0,2016.0
0911744-18-001,Starbucks Corporation,Starbucks Coffee #5395,Food Services,"Restaurant 1,000 - 2,000 Sqft",1799 Fulton St,CA,San Francisco,94117.0,03/03/1992,,Lone Mountain/USF,"1799 FULTON ST
San Francisco, CA 94117
(37.77582, -122.446485)",5.0,,"1799 Fulton St, Brooklyn, NY 11233, USA",ChIJ-SsL9XBcwokRmyMU1isjMD4,40.67935429999999,-73.9272678,starbucks,1927,STARBUCKS COFFEE,96.0,2017.0
0911744-22-001,Starbucks Corporation,Starbucks Coffee #5516,Food Services,"Restaurant 1,000 - 2,000 Sqft",490 Brannan St,CA,San Francisco,94107.0,03/03/1992,,South of Market,"490 BRANNAN ST
San Francisco, CA 94107
(37.778525, -122.39628)",6.0,,"490 Brannan St, San Francisco, CA 94107, USA",ChIJMxdo8NV_j4ARsHBe31wjnEA,37.7786321,-122.39659569999999,starbucks,1529,STARBUCKS COFFEE,98.0,2017.0
0911744-22-001,Starbucks Corporation,Starbucks Coffee #5516,Food Services,"Restaurant 1,000 - 2,000 Sqft",490 Brannan St,CA,San Francisco,94107.0,03/03/1992,,South of Market,"490 BRANNAN ST
San Francisco, CA 94107
(37.778525, -122.39628)",6.0,,"490 Brannan St, San Francisco, CA 94107, USA",ChIJMxdo8NV_j4ARsHBe31wjnEA,37.7786321,-122.39659569999999,starbucks,1529,STARBUCKS COFFEE,98.0,2018.0
0911744-24-001,Starbucks Corporation,Starbucks Coffee #5517,Food Services,"Restaurant Less Than 1,000 Sqft",1560 Van Ness Ave,CA,San Francisco,94109.0,03/03/1992,,Nob Hill,"1560 VAN NESS AVE
San Francisco, CA 94109
(37.789974, -122.422172)",3.0,,"1560 Van Ness Ave, San Francisco, CA 94109, USA",ChIJw7D3MpWAhYARYxFiZRiJbzI,37.7901782,-122.42190929999998,starbucks,1444,STARBUCKS COFFEE,100.0,2016.0
0911744-24-001,Starbucks Corporation,Starbucks Coffee #5517,Food Services,"Restaurant Less Than 1,000 Sqft",1560 Van Ness Ave,CA,San Francisco,94109.0,03/03/1992,,Nob Hill,"1560 VAN NESS AVE
San Francisco, CA 94109
(37.789974, -122.422172)",3.0,,"1560 Van Ness Ave, San Francisco, CA 94109, USA",ChIJw7D3MpWAhYARYxFiZRiJbzI,37.7901782,-122.42190929999998,starbucks,1444,STARBUCKS COFFEE,100.0,2017.0
0911744-24-001,Starbucks Corporation,Starbucks Coffee #5517,Food Services,"Restaurant Less Than 1,000 Sqft",1560 Van Ness Ave,CA,San Francisco,94109.0,03/03/1992,,Nob Hill,"1560 VAN NESS AVE
San Francisco, CA 94109
(37.789974, -122.422172)",3.0,,"1560 Van Ness Ave, San Francisco, CA 94109, USA",ChIJw7D3MpWAhYARYxFiZRiJbzI,37.7901782,-122.42190929999998,starbucks,1444,STARBUCKS COFFEE,100.0,2018.0
0911744-24-001,Starbucks Corporation,Starbucks Coffee #5517,Food Services,"Restaurant Less Than 1,000 Sqft",1560 Van Ness Ave,CA,San Francisco,94109.0,03/03/1992,,Nob Hill,"1560 VAN NESS AVE
San Francisco, CA 94109
(37.789974, -122.422172)",3.0,,"1560 Van Ness Ave, San Francisco, CA 94109, USA",ChIJw7D3MpWAhYARYxFiZRiJbzI,37.7901782,-122.42190929999998,starbucks,1444,STARBUCKS COFFEE,96.0,2016.0
0911744-24-001,Starbucks Corporation,Starbucks Coffee #5517,Food Services,"Restaurant Less Than 1,000 Sqft",1560 Van Ness Ave,CA,San Francisco,94109.0,03/03/1992,,Nob Hill,"1560 VAN NESS AVE
San Francisco, CA 94109
(37.789974, -122.422172)",3.0,,"1560 Van Ness Ave, San Francisco, CA 94109, USA",ChIJw7D3MpWAhYARYxFiZRiJbzI,37.7901782,-122.42190929999998,starbucks,1444,STARBUCKS COFFEE,100.0,2018.0
0911744-25-001,Starbucks Corporation,Starbucks Coffee #5584,Food Services,"Restaurant 1,000 - 2,000 Sqft",1800 Irving St,CA,San Francisco,94122.0,03/03/1992,,Sunset/Parkside,"1800 IRVING ST
San Francisco, CA 94122
(37.763564, -122.477377)",4.0,,"1800 Irving St, San Francisco, CA 94122, USA",ChIJky__fW-HhYARYrD_TQGh1JE,37.7637484,-122.4774545,starbucks,66,STARBUCKS COFFEE,96.0,2017.0
0911744-25-001,Starbucks Corporation,Starbucks Coffee #5584,Food Services,"Restaurant 1,000 - 2,000 Sqft",1800 Irving St,CA,San Francisco,94122.0,03/03/1992,,Sunset/Parkside,"1800 IRVING ST
San Francisco, CA 94122
(37.763564, -122.477377)",4.0,,"1800 Irving St, San Francisco, CA 94122, USA",ChIJky__fW-HhYARYrD_TQGh1JE,37.7637484,-122.4774545,starbucks,66,STARBUCKS COFFEE,100.0,2015.0
0911744-25-001,Starbucks Corporation,Starbucks Coffee #5584,Food Services,"Restaurant 1,000 - 2,000 Sqft",1800 Irving St,CA,San Francisco,94122.0,03/03/1992,,Sunset/Parkside,"1800 IRVING ST
San Francisco, CA 94122
(37.763564, -122.477377)",4.0,,"1800 Irving St, San Francisco, CA 94122, USA",ChIJky__fW-HhYARYrD_TQGh1JE,37.7637484,-122.4774545,starbucks,66,STARBUCKS COFFEE,98.0,2016.0
0911744-25-001,Starbucks Corporation,Starbucks Coffee #5584,Food Services,"Restaurant 1,000 - 2,000 Sqft",1800 Irving St,CA,San Francisco,94122.0,03/03/1992,,Sunset/Parkside,"1800 IRVING ST
San Francisco, CA 94122
(37.763564, -122.477377)",4.0,,"1800 Irving St, San Francisco, CA 94122, USA",ChIJky__fW-HhYARYrD_TQGh1JE,37.7637484,-122.4774545,starbucks,66,STARBUCKS COFFEE,100.0,2016.0
