alias,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url
olea-san-francisco,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}]","{'latitude': 37.79093, 'longitude': -122.4189313}",(415) 202-8521,3677.0264589435888,14OmmSWHfM717iZo5jePtg,https://s3-media1.fl.yelpcdn.com/bphoto/N9HYZMCywJmyGRWGSBRgVQ/o.jpg,False,"{'address1': '1494 California St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94109', 'country': 'US', 'state': 'CA', 'display_address': ['1494 California St', 'San Francisco, CA 94109']}",Olea,+14152028521,$$,4.0,872,[],https://www.yelp.com/biz/olea-san-francisco?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w
thai-time-restaurant-san-francisco,"[{'alias': 'thai', 'title': 'Thai'}]","{'latitude': 37.7824738, 'longitude': -122.466704}",(415) 831-3663,3588.0372770191357,bHQzZz8E6PMs5WWXoaVWlQ,https://s3-media2.fl.yelpcdn.com/bphoto/wgmj8n_7HfMPdZQuR2XXxA/o.jpg,False,"{'address1': '315 8th Ave', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94118', 'country': 'US', 'state': 'CA', 'display_address': ['315 8th Ave', 'San Francisco, CA 94118']}",Thai Time Restaurant,+14158313663,$,4.0,740,"['delivery', 'pickup']",https://www.yelp.com/biz/thai-time-restaurant-san-francisco?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w
rooster-and-rice-san-francisco-4,"[{'alias': 'chickenshop', 'title': 'Chicken Shop'}, {'alias': 'thai', 'title': 'Thai'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}]","{'latitude': 37.7978353956278, 'longitude': -122.435938480058}",(415) 776-3647,4107.335195050298,-Wei8JiA-RBzuSnO_9X0FQ,https://s3-media3.fl.yelpcdn.com/bphoto/I3KtXLlVpmq_Ugcv-PHj6Q/o.jpg,False,"{'address1': '2211 Filbert St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94123', 'country': 'US', 'state': 'CA', 'display_address': ['2211 Filbert St', 'San Francisco, CA 94123']}",Rooster & Rice,+14157763647,$$,4.5,370,['pickup'],https://www.yelp.com/biz/rooster-and-rice-san-francisco-4?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w
tonga-room-and-hurricane-bar-san-francisco,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'tikibars', 'title': 'Tiki Bars'}]","{'latitude': 37.7924225140782, 'longitude': -122.409715868163}",(415) 772-5278,4219.724600249454,458NXhlB0ZtEaJUPI3PPcA,https://s3-media1.fl.yelpcdn.com/bphoto/kOfeDQFB0pKFwe9DnQw5-A/o.jpg,False,"{'address1': '950 Mason St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94108', 'country': 'US', 'state': 'CA', 'display_address': ['950 Mason St', 'San Francisco, CA 94108']}",Tonga Room & Hurricane Bar,+14157725278,$$$,3.5,2393,[],https://www.yelp.com/biz/tonga-room-and-hurricane-bar-san-francisco?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w
the-grove-fillmore-san-francisco,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 37.78819, 'longitude': -122.43343}",(415) 474-1419,3052.08289012958,ugXtAA14p4EoD42zMaF1Xw,https://s3-media3.fl.yelpcdn.com/bphoto/jNCpknadUMNZ1AQXzMhdyQ/o.jpg,False,"{'address1': '2016 Fillmore St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94115', 'country': 'US', 'state': 'CA', 'display_address': ['2016 Fillmore St', 'San Francisco, CA 94115']}",The Grove Fillmore,+14154741419,$$,3.5,1446,[],https://www.yelp.com/biz/the-grove-fillmore-san-francisco?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w
street-taco-san-francisco,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 37.7696105177356, 'longitude': -122.448901621221}",(415) 525-4435,1461.7760969842288,DhCJ7D47swvT5DdsC0PCGQ,https://s3-media2.fl.yelpcdn.com/bphoto/Gl2ta6fWo-D_I3mWKWev2g/o.jpg,False,"{'address1': '1607 Haight St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94117', 'country': 'US', 'state': 'CA', 'display_address': ['1607 Haight St', 'San Francisco, CA 94117']}",Street Taco,+14155254435,$,4.0,500,[],https://www.yelp.com/biz/street-taco-san-francisco?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w
tanguito-san-francisco,"[{'alias': 'argentine', 'title': 'Argentine'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'empanadas', 'title': 'Empanadas'}]","{'latitude': 37.807614, 'longitude': -122.417203}",(415) 577-4223,5462.790762851678,AdupguljIIejtEOnExddkQ,https://s3-media3.fl.yelpcdn.com/bphoto/6rDeUKjAGrMXIMUoCJWGFQ/o.jpg,False,"{'address1': '2850 Jones St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94133', 'country': 'US', 'state': 'CA', 'display_address': ['2850 Jones St', 'San Francisco, CA 94133']}",Tanguito,+14155774223,$,4.0,549,[],https://www.yelp.com/biz/tanguito-san-francisco?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w
golden-star-vietnamese-restaurant-san-francisco,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'noodles', 'title': 'Noodles'}]","{'latitude': 37.7945505827665, 'longitude': -122.405742555857}",(415) 398-1215,4608.988775513826,1pq5mmp71nXWBK_jG9VxHg,https://s3-media1.fl.yelpcdn.com/bphoto/2bNX36N4CkD9ydqvzKWWhQ/o.jpg,False,"{'address1': '11 Walter U Lum Pl', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94108', 'country': 'US', 'state': 'CA', 'display_address': ['11 Walter U Lum Pl', 'San Francisco, CA 94108']}",Golden Star Vietnamese Restaurant,+14153981215,$,3.5,1141,[],https://www.yelp.com/biz/golden-star-vietnamese-restaurant-san-francisco?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w
chabaa-thai-cuisine-san-francisco-2,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'vegan', 'title': 'Vegan'}]","{'latitude': 37.7872345, 'longitude': -122.4103286}",(415) 346-3121,3717.7671164068825,pvJaoH4wL-Q0Kfu8k0Sw9Q,https://s3-media4.fl.yelpcdn.com/bphoto/4ZkvlXTkL965tnTvDBWY-w/o.jpg,False,"{'address1': '420 Geary St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94102', 'country': 'US', 'state': 'CA', 'display_address': ['420 Geary St', 'San Francisco, CA 94102']}",Chabaa Thai Cuisine,+14153463121,$,3.5,1164,"['delivery', 'pickup']",https://www.yelp.com/biz/chabaa-thai-cuisine-san-francisco-2?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w
the-progress-san-francisco-2,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'bars', 'title': 'Bars'}]","{'latitude': 37.7836799, 'longitude': -122.43296}",(415) 673-1294,2550.1656257913155,CS0pUlk25RV2-vhKFFbxqA,https://s3-media3.fl.yelpcdn.com/bphoto/X_xNUe6oWx6imX8faug_qA/o.jpg,False,"{'address1': '1525 Fillmore St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94115', 'country': 'US', 'state': 'CA', 'display_address': ['1525 Fillmore St', 'San Francisco, CA 94115']}",The Progress,+14156731294,$$$$,4.0,701,[],https://www.yelp.com/biz/the-progress-san-francisco-2?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w
saiwaii-ramen-san-francisco-3,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'ramen', 'title': 'Ramen'}]","{'latitude': 37.76355, 'longitude': -122.48227}",(415) 665-7888,4030.636260431321,7Cl-sZlymEjhxm0MJTR7nw,https://s3-media4.fl.yelpcdn.com/bphoto/t_0ztB_fZlXFYOrflgKk5w/o.jpg,False,"{'address1': '2240 Irving St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94122', 'country': 'US', 'state': 'CA', 'display_address': ['2240 Irving St', 'San Francisco, CA 94122']}",Saiwaii Ramen,+14156657888,$$,3.5,1102,"['delivery', 'pickup']",https://www.yelp.com/biz/saiwaii-ramen-san-francisco-3?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w
long-bridge-pizza-san-francisco-3,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 37.7595199, 'longitude': -122.3881765}",(415) 829-8999,4246.168449531495,myeMXCowUnMGo99TTPeogw,https://s3-media2.fl.yelpcdn.com/bphoto/ca9ubTNSs9WSuQHGXyXpfA/o.jpg,False,"{'address1': '2347 3rd St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94107', 'country': 'US', 'state': 'CA', 'display_address': ['2347 3rd St', 'San Francisco, CA 94107']}",Long Bridge Pizza,+14158298999,$$,4.5,380,[],https://www.yelp.com/biz/long-bridge-pizza-san-francisco-3?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w
lupa-trattoria-san-francisco,"[{'alias': 'italian', 'title': 'Italian'}]","{'latitude': 37.75102, 'longitude': -122.43452}",(415) 282-5872,1104.5226373296064,0COxcLD-42ecMqBYyoUfyQ,https://s3-media3.fl.yelpcdn.com/bphoto/7xQ-uyE4i-29P-zRIzQJHw/o.jpg,False,"{'address1': '4109 24th St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['4109 24th St', 'San Francisco, CA 94114']}",Lupa Trattoria,+14152825872,$$,4.0,586,[],https://www.yelp.com/biz/lupa-trattoria-san-francisco?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w
java-beach-cafe-san-francisco,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 37.760452, 'longitude': -122.508934}",(415) 665-5282,6374.939298573162,7SRJWnPVRxwqke3d82qefw,https://s3-media1.fl.yelpcdn.com/bphoto/Jhanou1WEy62Ebar28MYSw/o.jpg,False,"{'address1': '1396 La Playa St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94122', 'country': 'US', 'state': 'CA', 'display_address': ['1396 La Playa St', 'San Francisco, CA 94122']}",Java Beach Cafe,+14156655282,$,4.0,973,[],https://www.yelp.com/biz/java-beach-cafe-san-francisco?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w
tempest-san-francisco,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'divebars', 'title': 'Dive Bars'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}]","{'latitude': 37.7812215727578, 'longitude': -122.40627989109}",(415) 495-1863,3483.8408547123454,qfdWWJCMvoTKI8u7rshm_Q,https://s3-media3.fl.yelpcdn.com/bphoto/UZ78n5t-RGNGrSvgF6Zc2Q/o.jpg,False,"{'address1': '431 Natoma St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94103', 'country': 'US', 'state': 'CA', 'display_address': ['431 Natoma St', 'San Francisco, CA 94103']}",Tempest,+14154951863,$,4.0,660,['pickup'],https://www.yelp.com/biz/tempest-san-francisco?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w
