alias,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url
garibaldis-san-francisco-2,"[{'alias': 'newamerican', 'title': 'American (New)'}]","{'latitude': 37.7883799, 'longitude': -122.44729}",(415) 563-8841,3206.4730332555237,p6bLw7PS63Kbge_wyIOP8w,https://s3-media2.fl.yelpcdn.com/bphoto/Bd8b7VVqcD5vesqTPDhdVg/o.jpg,False,"{'address1': '347 Presidio Ave', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94115', 'country': 'US', 'state': 'CA', 'display_address': ['347 Presidio Ave', 'San Francisco, CA 94115']}",Garibaldi's,+14155638841,$$$,4.0,510,[],https://www.yelp.com/biz/garibaldis-san-francisco-2?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w
red-hill-station-san-francisco,"[{'alias': 'seafood', 'title': 'Seafood'}]","{'latitude': 37.7390785217285, 'longitude': -122.414459228516}",(415) 757-0480,3102.1093369710643,qlfx1veFS2tuDpQQ_87NgA,https://s3-media1.fl.yelpcdn.com/bphoto/7tUjEWkWLSvoPVBl0700ww/o.jpg,False,"{'address1': '803 Cortland Ave', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94110', 'country': 'US', 'state': 'CA', 'display_address': ['803 Cortland Ave', 'San Francisco, CA 94110']}",Red Hill Station,+14157570480,$$,4.5,348,[],https://www.yelp.com/biz/red-hill-station-san-francisco?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w
dinosaurs-vietnamese-sandwiches-san-francisco-3,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]","{'latitude': 37.7315483093262, 'longitude': -122.472511291504}",(415) 334-1421,4550.442967220208,23V7g4GuIJW1JWgLidewog,https://s3-media2.fl.yelpcdn.com/bphoto/2MusBSIEgrr3v4N-P6S9oA/o.jpg,False,"{'address1': '2522 Ocean Ave', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94132', 'country': 'US', 'state': 'CA', 'display_address': ['2522 Ocean Ave', 'San Francisco, CA 94132']}",Dinosaurs Vietnamese Sandwiches,+14153341421,$,4.0,554,['pickup'],https://www.yelp.com/biz/dinosaurs-vietnamese-sandwiches-san-francisco-3?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w
pier-23-cafe-san-francisco-4,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}]","{'latitude': 37.8033755766027, 'longitude': -122.400886416435}",(415) 362-5125,5663.444126960439,3f3mowACWFovTKv0YlcMgQ,https://s3-media2.fl.yelpcdn.com/bphoto/juNNMMlomnEsxxzabkNV2g/o.jpg,False,"{'address1': 'The Embarcadero', 'address2': '', 'address3': 'Pier 23', 'city': 'San Francisco', 'zip_code': '94102', 'country': 'US', 'state': 'CA', 'display_address': ['The Embarcadero', 'Pier 23', 'San Francisco, CA 94102']}",Pier 23 Cafe,+14153625125,$$,3.5,1552,[],https://www.yelp.com/biz/pier-23-cafe-san-francisco-4?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w
kama-sushi-san-francisco-10,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]","{'latitude': 37.7737666, 'longitude': -122.4118473}",(415) 800-8287,2585.922987995937,bCrPqM3TTC8lGQCLYGIpLw,https://s3-media1.fl.yelpcdn.com/bphoto/ywU73kOVjjzSmu-PK7sPtg/o.jpg,False,"{'address1': '294 9th St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94103', 'country': 'US', 'state': 'CA', 'display_address': ['294 9th St', 'San Francisco, CA 94103']}",Kama Sushi,+14158008287,$$,4.0,648,['pickup'],https://www.yelp.com/biz/kama-sushi-san-francisco-10?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w
chabaa-thai-cuisine-san-francisco,"[{'alias': 'thai', 'title': 'Thai'}]","{'latitude': 37.76326, 'longitude': -122.48077}",(415) 753-3347,3909.5655519450092,VpwhOU-zfA_0xv8E1SpvNw,https://s3-media1.fl.yelpcdn.com/bphoto/zkT8NOltxuBQ_jC0ka0Cdg/o.jpg,False,"{'address1': '2123 Irving St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94122', 'country': 'US', 'state': 'CA', 'display_address': ['2123 Irving St', 'San Francisco, CA 94122']}",Chabaa Thai Cuisine,+14157533347,$$,3.5,858,"['pickup', 'delivery']",https://www.yelp.com/biz/chabaa-thai-cuisine-san-francisco?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w
el-mansour-san-francisco,"[{'alias': 'moroccan', 'title': 'Moroccan'}]","{'latitude': 37.78162, 'longitude': -122.492755}",(415) 751-2312,5459.218784293858,v3my2CwwOPb96S2AyMwE_A,https://s3-media1.fl.yelpcdn.com/bphoto/Mi2PQAbDyqQNjiLSGVeRxQ/o.jpg,False,"{'address1': '3119 Clement St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94121', 'country': 'US', 'state': 'CA', 'display_address': ['3119 Clement St', 'San Francisco, CA 94121']}",El Mansour,+14157512312,$$$,4.0,545,['restaurant_reservation'],https://www.yelp.com/biz/el-mansour-san-francisco?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w
little-baobab-san-francisco-3,"[{'alias': 'senegalese', 'title': 'Senegalese'}]","{'latitude': 37.76043, 'longitude': -122.41873}",(415) 643-3558,1552.0541218928029,rHhuvw1szUJlz6VoeRhASQ,https://s3-media4.fl.yelpcdn.com/bphoto/0sgZ5o5RgHtPeyXX3rxW6Q/o.jpg,False,"{'address1': '3380 19th St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94110', 'country': 'US', 'state': 'CA', 'display_address': ['3380 19th St', 'San Francisco, CA 94110']}",Little Baobab,+14156433558,$$,4.0,540,['pickup'],https://www.yelp.com/biz/little-baobab-san-francisco-3?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w
rolling-out-san-francisco,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 37.7429, 'longitude': -122.48468}",(415) 513-6054,4696.686156854731,6ZaqeFEkbArybiCf3yAOlQ,https://s3-media2.fl.yelpcdn.com/bphoto/wKSvPv5kRoAiHvn4HT-o6Q/o.jpg,False,"{'address1': '1722 Taraval St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94116', 'country': 'US', 'state': 'CA', 'display_address': ['1722 Taraval St', 'San Francisco, CA 94116']}",Rolling Out,+14155136054,$,4.5,339,['pickup'],https://www.yelp.com/biz/rolling-out-san-francisco?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w
sheba-piano-lounge-san-francisco,"[{'alias': 'ethiopian', 'title': 'Ethiopian'}, {'alias': 'jazzandblues', 'title': 'Jazz & Blues'}, {'alias': 'pianobars', 'title': 'Piano Bars'}]","{'latitude': 37.7827436889299, 'longitude': -122.432839788504}",(415) 440-7414,2449.5793988152695,TDG3DA5JtG3fdt4tqYJ94g,https://s3-media2.fl.yelpcdn.com/bphoto/07OjlLVDTZFV9SWRSa9dLw/o.jpg,False,"{'address1': '1419 Fillmore St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94115', 'country': 'US', 'state': 'CA', 'display_address': ['1419 Fillmore St', 'San Francisco, CA 94115']}",Sheba Piano Lounge,+14154407414,$$,4.0,545,[],https://www.yelp.com/biz/sheba-piano-lounge-san-francisco?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w
