alias,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url
lunchpad-san-francisco,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 37.7764228939965, 'longitude': -122.425947971642}",(415) 522-6647,1957.3467656546534,9SsgoIxiQ7PHOfuG9P8QjQ,https://s3-media1.fl.yelpcdn.com/bphoto/Tkv2goGgU6wQ7QABW20x0A/o.jpg,False,"{'address1': '581 Hayes St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94102', 'country': 'US', 'state': 'CA', 'display_address': ['581 Hayes St', 'San Francisco, CA 94102']}",Lunchpad,+14155226647,$$,4.5,260,['pickup'],https://www.yelp.com/biz/lunchpad-san-francisco?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w
hoffmanns-grill-and-rotisserie-san-francisco,"[{'alias': 'newamerican', 'title': 'American (New)'}]","{'latitude': 37.7549706, 'longitude': -122.4235001}",(415) 374-7479,1320.6407357951066,1OGEnnsDdrJSziy9VwCRnA,https://s3-media2.fl.yelpcdn.com/bphoto/PTgoDWykx5yC42JzNSAUdQ/o.jpg,False,"{'address1': '1000 Guerrero St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94110', 'country': 'US', 'state': 'CA', 'display_address': ['1000 Guerrero St', 'San Francisco, CA 94110']}",Hoffmann's Grill & Rotisserie,+14153747479,$$,4.5,198,"['restaurant_reservation', 'pickup']",https://www.yelp.com/biz/hoffmanns-grill-and-rotisserie-san-francisco?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w
philz-coffee-san-francisco-26,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 37.7943859062427, 'longitude': -122.39535972476}",(415) 321-1499,5186.959051628981,r-L3a4mKLPkCkGf9Askx0g,https://s3-media2.fl.yelpcdn.com/bphoto/Zak69w73FjBqD7YYgIMLfw/o.jpg,False,"{'address1': '5 Embarcadero Ctr', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94111', 'country': 'US', 'state': 'CA', 'display_address': ['5 Embarcadero Ctr', 'San Francisco, CA 94111']}",Philz Coffee,+14153211499,$,4.5,285,[],https://www.yelp.com/biz/philz-coffee-san-francisco-26?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w
wok-shop-cafe-san-francisco,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'soup', 'title': 'Soup'}]","{'latitude': 37.7873544, 'longitude': -122.4220831}",(415) 771-2142,3204.1100219038185,KIK0Frk34Bi99FbNxQNMmQ,https://s3-media2.fl.yelpcdn.com/bphoto/ac0n0F93V0d61ZDInlAO6Q/o.jpg,False,"{'address1': '1307 Sutter St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94109', 'country': 'US', 'state': 'CA', 'display_address': ['1307 Sutter St', 'San Francisco, CA 94109']}",Wok Shop Cafe,+14157712142,$,4.0,538,"['delivery', 'pickup']",https://www.yelp.com/biz/wok-shop-cafe-san-francisco?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w
top-of-the-mark-san-francisco,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]","{'latitude': 37.7916932694567, 'longitude': -122.410408258438}",(415) 392-3434,4118.495841386903,f0c44sTsuLDmJO7tPCJ-tQ,https://s3-media3.fl.yelpcdn.com/bphoto/-WXn__pXLxvpOt1MfVeP_A/o.jpg,False,"{'address1': '999 California St', 'address2': '', 'address3': 'Intercontinental Mark Hopkins', 'city': 'San Francisco', 'zip_code': '94108', 'country': 'US', 'state': 'CA', 'display_address': ['999 California St', 'Intercontinental Mark Hopkins', 'San Francisco, CA 94108']}",Top Of The Mark,+14153923434,$$$,3.5,1236,[],https://www.yelp.com/biz/top-of-the-mark-san-francisco?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w
mission-rock-resort-san-francisco-2,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'bars', 'title': 'Bars'}]","{'latitude': 37.7655104, 'longitude': -122.3865683}",(415) 701-7625,4418.040575300294,Uh932p9MfAXppaXbFPkykA,https://s3-media1.fl.yelpcdn.com/bphoto/DzAxE-kV8SZabpO9UDGI9g/o.jpg,False,"{'address1': '817 Terry Francois Blvd', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94158', 'country': 'US', 'state': 'CA', 'display_address': ['817 Terry Francois Blvd', 'San Francisco, CA 94158']}",Mission Rock Resort,+14157017625,$$,3.5,781,"['restaurant_reservation', 'pickup']",https://www.yelp.com/biz/mission-rock-resort-san-francisco-2?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w
rm-212-san-francisco,"[{'alias': 'tapas', 'title': 'Tapas Bars'}, {'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]","{'latitude': 37.7937299, 'longitude': -122.40437}",(415) 500-2780,4612.802316363632,QFvxywOAEhc0ddTj0nY8CQ,https://s3-media1.fl.yelpcdn.com/bphoto/URq7owazlPgjoCL-UsH2ZQ/o.jpg,False,"{'address1': '690 Sacramento St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94111', 'country': 'US', 'state': 'CA', 'display_address': ['690 Sacramento St', 'San Francisco, CA 94111']}",RM 212,+14155002780,$$,4.5,285,['restaurant_reservation'],https://www.yelp.com/biz/rm-212-san-francisco?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w
zen-yai-thai-restaurant-san-francisco,"[{'alias': 'thai', 'title': 'Thai'}]","{'latitude': 37.784028, 'longitude': -122.418941}",(415) 885-0725,2996.9323510265385,xaYfmUNTchH56sdxjHulfg,https://s3-media4.fl.yelpcdn.com/bphoto/ocupzHU3CM85bYJdC8-QcA/o.jpg,False,"{'address1': '771 Ellis St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94109', 'country': 'US', 'state': 'CA', 'display_address': ['771 Ellis St', 'San Francisco, CA 94109']}",Zen Yai Thai Restaurant,+14158850725,$,4.0,571,['pickup'],https://www.yelp.com/biz/zen-yai-thai-restaurant-san-francisco?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w
chong-qing-xiao-mian-san-francisco,"[{'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'szechuan', 'title': 'Szechuan'}]","{'latitude': 37.796386, 'longitude': -122.4053411}",(415) 983-0888,4801.904299319108,8GqReA8EJ3UGRuIFbd9jyQ,https://s3-media2.fl.yelpcdn.com/bphoto/Mz6D2a_ZJCTSX5mwZ9feJw/o.jpg,False,"{'address1': '915 Kearny St', 'address2': '', 'address3': None, 'city': 'San Francisco', 'zip_code': '94133', 'country': 'US', 'state': 'CA', 'display_address': ['915 Kearny St', 'San Francisco, CA 94133']}",Chong Qing Xiao Mian,+14159830888,$$,4.0,479,[],https://www.yelp.com/biz/chong-qing-xiao-mian-san-francisco?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w
roma-antica-san-francisco-3,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pastashops', 'title': 'Pasta Shops'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]","{'latitude': 37.79989, 'longitude': -122.4408}",(415) 896-4002,4351.770689153734,B09WOy0W83Od-Xw4xEXxog,https://s3-media1.fl.yelpcdn.com/bphoto/uPPwdSVkRw4hrRQTynvJBA/o.jpg,False,"{'address1': '3242 Scott St', 'address2': '', 'address3': None, 'city': 'San Francisco', 'zip_code': '94123', 'country': 'US', 'state': 'CA', 'display_address': ['3242 Scott St', 'San Francisco, CA 94123']}",Roma Antica,+14158964002,$$,4.5,226,"['delivery', 'pickup']",https://www.yelp.com/biz/roma-antica-san-francisco-3?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w
